PlanningUnitID,PlanningUnitName,LTWPShortName,CompliancePoint/Node,Gauge,Code,StartMonth,EndMonth,TargetFrequency,TargetFrequencyMin,TargetFrequencyMax,EventsPerYear,Duration,MinSpell,FlowThresholdMin,FlowThresholdMax,MaxInter-event,WithinEventGapTolerance,WeirpoolGauge,FlowLevelVolume,LevelThresholdMin,LevelThresholdMax,VolumeThreshold,DrawdownRate,AccumulationPeriod,Multigauge,MaxSpell,TriggerDay,TriggerMonth,DrawDownRateWeek,MaxLevelChange,AnnualBarrageFlow,ThreeYearsBarrageFlow,HighReleaseWindowStart,HighReleaseWindowEnd,LowReleaseWindowStart,LowReleaseWindowEnd,PeakLevelWindowStart,PeakLevelWindowEnd,LowLevelWindowStart,LowLevelWindowEnd,NonFlowSpell,EggsDaysSpell,LarvaeDaysSpell,RateOfRiseMax1,RateOfRiseMax2,RateOfFallMin,RateOfRiseThreshold1,RateOfRiseThreshold2,RateOfRiseRiverLevel,RateOfFallRiverLevel,CtfThreshold,GaugeType,State,Catchment_BPRegion,SWSDLName,Latitude,Longitude,Env_obj
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,SF1_S,7,6,100,,,1,10,10,245,,1,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,SF2,9,4,75,70,80,1,14,14,245,1520,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF2+NF3+NF5
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,LF1_P,7,12,80,,,1,5,5,1520,,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,LF1_S,7,6,80,,,1,5,5,1520,,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,LF2,10,4,45,40,50,1,7,7,1520,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF2+NF4
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,BK1,10,4,55,50,60,1,1,1,15000,,5,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF6+NF9+WB1+WB2+WB5+NV1+NV2+NV3+EF2+EF3a+EF3b+EF4+EF5+EF6
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,BK2,7,6,40,,,1,2,2,15000,,5,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF3+WB1+WB3+NV1+NV2+NV4a+NV4b+NV4e
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,OB1,10,4,35,30,50,1,1,1,20000,,6,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,NF1+NF9+WB1+WB3+WB5+NV2+NV3+NV4a+NV4b+NV4c+NV4e+EF2+EF4+EF5+EF7
PU_0000235,Kings Plains Water Source,NSW Border Rivers,Severn River at Ashford,416006,OB2,7,6,30,,,1,2,2,20000,,7,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2939,151.1212,WB1+WB3+WB5+NV2+NV3+NV4a+NV4b+NV4c+NV4d+NV4e+EF2+EF4+EF5+EF6+EF7
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Ridgelands,416010,CF_a,7,6,50,,,1,21,21,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+EF1+EF2
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,CF_b,7,6,5,,,1,106,106,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+EF1+EF2
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,CF_c,7,6,64,,,1,1,1,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+EF1+EF2
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,VF_a,7,6,50,,,1,256,1,11,,0.0575343,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+WB1+EF1+EF2
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,VF_b,7,6,100,,,1,99,1,11,,0.290411,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+WB1+EF1+EF2
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,BF1_a,7,6,50,,,1,224,1,40,,0.3835616,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF2+NF3+NF4+NF5+NF6+NF7+NF8+WB1+EF1+EF2+EF3a
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,BF1_b,7,6,100,,,1,43,1,40,,0.3835616,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF2+NF3+NF4+NF5+NF6+NF7+NF8+WB1+EF1+EF2+EF3a
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,BF2_a,9,3,50,,,1,119,1,40,,0.5808219,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF2+NF3+NF5+NF6+NF8+WB1+NV1+EF1
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,BF2_b,9,3,100,,,1,24,1,40,,0.5808219,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF2+NF3+NF5+NF6+NF8+WB1+NV1+EF1
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,SF1_P,10,4,100,,,1,10,10,140,,1,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,SF1_S,7,6,100,,,1,10,10,140,,1,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,SF2,9,4,50,,,1,14,14,140,2000,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF2+NF3+NF5
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,LF1_P,7,12,45,40,50,1,5,5,2000,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,LF1_S,7,6,45,40,50,1,5,5,2000,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,LF2,10,4,35,30,40,1,5,5,2000,,8,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF2+NF4
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,BK1,10,4,35,30,40,1,1,1,12500,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF6+NF9+WB1+WB2+WB5+NV1+NV2+NV3+EF2+EF3a+EF3b+EF4+EF5+EF6
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,BK2,7,6,30,,,1,2,2,12500,,6,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF3+WB1+WB3+NV1+NV2+NV4a+NV4b+NV4e
PU_0000236,Inverell Water Source,NSW Border Rivers,Macintyre River at Wallangra,416010,OB1,7,6,10,,,1,2,2,26000,,10,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2626,150.8995,NF1+NF9+WB1+WB3+WB5+NV2+NV3+NV4a+NV4b+NV4c+NV4e+EF2+EF4+EF5+EF7
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,CF_a,7,6,50,,,1,9,9,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+EF1+EF2
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,CF_b,7,6,5,,,1,24,24,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+EF1+EF2
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,CF_c,7,6,35,,,1,1,1,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+EF1+EF2
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,VF_a,7,6,50,,,1,261,1,10,,0.0246575,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+WB1+EF1+EF2
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,VF_b,7,6,100,,,1,145,1,10,,0.0657534,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+WB1+EF1+EF2
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,BF1_a,7,6,50,,,1,192,1,140,,0.2849315,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF2+NF3+NF4+NF5+NF6+NF7+NF8+WB1+EF1+EF2+EF3a
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,BF1_b,7,6,100,,,1,96,1,140,,0.2849315,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF2+NF3+NF4+NF5+NF6+NF7+NF8+WB1+EF1+EF2+EF3a
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,BF2_a,9,3,50,,,1,132,1,140,,0.4958904,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF2+NF3+NF5+NF6+NF8+WB1+NV1+EF1
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,BF2_b,9,3,100,,,1,77,1,140,,0.4958904,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF2+NF3+NF5+NF6+NF8+WB1+NV1+EF1
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,SF1_P,10,4,100,,,1,10,10,500,,1,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,SF1_S,7,6,100,,,1,10,10,500,,1,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,SF2,9,4,20,,,1,14,14,1000,2400,7,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF2+NF3+NF5
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,LF1_P,7,12,75,50,100,1,5,5,2400,,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,LF1_S,7,6,75,50,100,1,5,5,2400,,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,LF2,10,4,32,30,35,1,5,5,2400,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF2+NF4
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,LF3,7,6,50,,,1,4,4,7300,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF3+NF7+NV1+NV2+NV3+EF2+EF4
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,BK1,7,6,30,,,1,1,1,30000,,8,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF6+NF9+WB1+WB2+WB5+NV1+NV2+NV3+EF2+EF3a+EF3b+EF4+EF5+EF6
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,BK2,10,4,40,,,1,1,1,30000,,9,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF3+WB1+WB3+NV1+NV2+NV4a+NV4b+NV4e
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,OB1_P,10,4,30,,,1,1,1,25000,,9,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF9+WB1+WB3+WB5+NV2+NV3+NV4a+NV4b+NV4c+NV4e+EF2+EF4+EF5+EF7
PU_0000237,Campbells Creek and Camp Creek Water Source,NSW Border Rivers,Dumaresq River at Glenarbon,416040,OB1_S,7,6,30,,,1,1,1,45000,,9,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.692,150.8917,NF1+NF9+WB1+WB3+WB5+NV2+NV3+NV4a+NV4b+NV4c+NV4e+EF2+EF4+EF5+EF7
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,CF_a,7,6,50,,,1,6,6,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+EF1+EF2
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,CF_b,7,6,5,,,1,24,24,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+EF1+EF2
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,CF_c,7,6,6,,,1,1,1,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+EF1+EF2
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,VF_a,7,6,50,,,1,266,1,92,,0.0164384,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+WB1+EF1+EF2
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,VF_b,7,6,100,,,1,111,1,92,,0.0657534,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+WB1+EF1+EF2
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,BF1_a,7,6,50,,,1,162,1,250,,0.3287671,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF2+NF3+NF4+NF5+NF6+NF7+NF8+WB1+EF1+EF2+EF3a
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,BF1_b,7,6,100,,,1,61,1,250,,0.3287671,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF2+NF3+NF4+NF5+NF6+NF7+NF8+WB1+EF1+EF2+EF3a
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,BF2_a,9,3,50,,,1,111,1,250,,0.5260274,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF2+NF3+NF5+NF6+NF8+WB1+NV1+EF1
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,BF2_b,9,3,100,,,1,34,1,250,,0.5260274,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF2+NF3+NF5+NF6+NF8+WB1+NV1+EF1
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,SF1_P,10,4,90,,,1,8,8,1000,,1,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,SF1_S,7,6,90,,,1,8,8,1000,,1,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,SF2,9,4,50,,,1,10,10,1000,7400,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF2+NF3+NF5
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,LF1_P,7,12,50,,,1,4,4,7400,,3,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,LF1_S,7,6,50,,,1,4,4,7400,,3,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,LF2,10,4,35,30,40,1,5,5,7400,,6,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF2+NF4
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,LF3,10,4,30,,,1,4,4,11500,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF3+NF7+NV1+NV2+NV3+EF2+EF4
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,BK1,10,4,25,20,30,1,1,1,43000,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF6+NF9+WB1+WB2+WB5+NV1+NV2+NV3+EF2+EF3a+EF3b+EF4+EF5+EF6
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,BK2,7,6,25,20,30,1,1,1,43000,,5,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF3+WB1+WB3+NV1+NV2+NV4a+NV4b+NV4e
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,OB1,10,4,15,10,20,1,1,1,53000,,4,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,NF1+NF9+WB1+WB3+WB5+NV2+NV3+NV4a+NV4b+NV4c+NV4e+EF2+EF4+EF5+EF7
PU_0000238,Yetman Water Source,NSW Border Rivers,Macintyre at Holdfast,416012,OB2,7,6,25,20,30,1,1,1,53000,,5,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-28.7997,150.7296,WB1+WB3+WB5+NV2+NV3+NV4a+NV4b+NV4c+NV4d+NV4e+EF2+EF4+EF5+EF6+EF7
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,CF_a,7,6,50,,,1,4,4,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+EF1+EF2
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,CF_b,7,6,5,,,1,119,119,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+EF1+EF2
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,CF_c,7,6,43,,,1,1,1,0,1,0,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+EF1+EF2
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,VF_a,7,6,50,,,1,186,1,4,,0.0109589,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+WB1+EF1+EF2
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,VF_b,7,6,100,,,1,22,1,4,,0.3260274,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+WB1+EF1+EF2
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,SF1_P,10,4,65,60,70,1,2,2,200,,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,SF1_S,7,6,65,60,70,1,2,2,200,,2,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+NF6+NF8+NV1+EF3a+EF3b+EF4
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,SF2,8,4,60,,,1,2,2,200,,,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF2+NF3+NF5
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,LF1_P,7,12,20,,,1,3,3,400,,5,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
PU_0000239,Ottleys Creek Water Source,NSW Border Rivers,Ottleys Creek at Coolatai,416020,LF1_S,7,6,20,,,1,3,3,400,,5,0,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,NSW,Border Rivers,NSW Border Rivers,-29.2324,150.7592,NF1+NF6+NF9+NV3+EF1+EF2+EF3a+EF4+EF6
