PlanningUnitName,LTWPShortName,gauge,Code,relevant
Ottleys Creek Water Source,NSW Border Rivers,416020,SF1_P,1
Ottleys Creek Water Source,NSW Border Rivers,416020,SF1_S,0
Ottleys Creek Water Source,NSW Border Rivers,416020,SF2,1
Ottleys Creek Water Source,NSW Border Rivers,416020,LF1_P,1
Ottleys Creek Water Source,NSW Border Rivers,416020,LF1_S,0
Ottleys Creek Water Source,NSW Border Rivers,416020,LF2,
Ottleys Creek Water Source,NSW Border Rivers,416020,BK1,0
Ottleys Creek Water Source,NSW Border Rivers,416020,BK2,1
Ottleys Creek Water Source,NSW Border Rivers,416020,OB1,1
Ottleys Creek Water Source,NSW Border Rivers,416020,OB2,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,CF_a,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,CF_b,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,CF_c,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,VF_a,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,VF_b,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BF1_a,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BF1_b,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BF2_a,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BF2_b,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,SF1_P,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,SF1_S,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,SF2,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,LF1_P,
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,LF1_S,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,LF2,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BK1_ds,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BK2_ds,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BK1_us,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,BK2_us,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,OB1,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,OB2_P,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,OB2_S,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,OB2_WHA_P,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,OB2_WHA_S,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416201A,OB3,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,CF_a,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,CF_b,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,CF_c,
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,VF_a,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,VF_b,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,BF1_a,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,BF1_b,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,BF2_a,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,BF2_b,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,SF1_P,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,SF1_S,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,SF2,
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,LF1_P,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,LF1_S,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,LF2,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,LF3,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,BK1,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,BK2_P,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,BK2_S,1
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,OB1_P,0
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,416047,OB1_S,
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,416072,CF,0
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,416072,SF1_a_P,1
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,416072,SF1_a_S,1
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,416072,SF1_b_P,1
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,416072,SF1_b_S,1
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,416072,BK1,1
Whalan Creek and Croppa Creek subcatchment,NSW Border Rivers,416072,OB1,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,CF_a,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,CF_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,CF_c,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,VF_a,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,VF_b,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,BF1_a,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,BF1_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,BF2_a,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,BF2_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,SF1_P,
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,SF1_S,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,SF2,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,LF1_P,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,LF1_S,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,LF2,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,BK1,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,OB1,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,OB2,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416001,OB3,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,CF_a,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,CF_b,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,CF_c,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,VF_a,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,VF_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,BF1_a,
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,BF1_b,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,BF2_a,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,BF2_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,SF1_P,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,SF1_S,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,SF2,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,LF1_P,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,LF1_S,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,LF2,
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,BK1,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,BK2,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416037,OB1,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,CF_a,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,CF_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,CF_c,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,VF_a,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,VF_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,BF1_a,
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,BF1_b,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,BF2_a,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,BF2_b,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,SF1_P,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,SF1_S,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,SF2,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,LF1_P,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,LF1_S,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,LF2,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,LF3,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,BK1,0
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,BK2,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,OB1,1
Macintyre River and Boomi River floodplain,NSW Border Rivers,416048,OB2,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,CF_a,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,CF_b,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,CF_c,
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,VF_a,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,VF_b,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BF1_a,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BF1_b,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BF2_a,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BF2_b,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,SF1_P,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,SF1_S,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,SF2,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,LF1_P,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,LF1_S,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,LF2,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BK1_ds,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BK2_ds,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BK1_us,
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,BK2_us,1
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,OB1,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,OB2_P,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,OB2_S,0
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,416201A,OB3,1
Gwydir downstream of Copeton,Gwydir,418013,CF1_hot,1
Gwydir downstream of Copeton,Gwydir,418013,CF1_cool,1
Gwydir downstream of Copeton,Gwydir,418026,VF_a,1
Gwydir downstream of Copeton,Gwydir,418026,VF_b,
Gwydir downstream of Copeton,Gwydir,418013,BF1_a,0
Gwydir downstream of Copeton,Gwydir,418013,BF1_b,1
Gwydir downstream of Copeton,Gwydir,418013,BF2_a,0
Gwydir downstream of Copeton,Gwydir,418013,BF2_b,1
Gwydir downstream of Copeton,Gwydir,418013,SF1_S,0
Gwydir downstream of Copeton,Gwydir,418013,SF1_P,1
Gwydir downstream of Copeton,Gwydir,418013,SF2,1
Gwydir downstream of Copeton,Gwydir,418013,LF1_S,0
Gwydir downstream of Copeton,Gwydir,418013,LF1_P,
Gwydir downstream of Copeton,Gwydir,418013,LF2,0
Gwydir downstream of Copeton,Gwydir,418013,LF3_P,1
Gwydir downstream of Copeton,Gwydir,418013,LF3_S,1
Gwydir downstream of Copeton,Gwydir,418013,LF4_P,1
Gwydir downstream of Copeton,Gwydir,418013,LF4_S,1
Gwydir downstream of Copeton,Gwydir,418013,BK1_S,1
Gwydir downstream of Copeton,Gwydir,418013,BK1_P,0
Gwydir downstream of Copeton,Gwydir,418013,OB5,1
Main Gwydir River,Gwydir,418004,CF1_hot,0
Main Gwydir River,Gwydir,418004,CF1_cool,1
Main Gwydir River,Gwydir,418004,VF_a,0
Main Gwydir River,Gwydir,418004,VF_b,1
Main Gwydir River,Gwydir,418004,BF1_a,1
Main Gwydir River,Gwydir,418004,BF1_b,0
Main Gwydir River,Gwydir,418004,BF2_a,1
Main Gwydir River,Gwydir,418004,BF2_b,0
Main Gwydir River,Gwydir,418004,SF1_P,
Main Gwydir River,Gwydir,418004,SF1_S,1
Main Gwydir River,Gwydir,418004,SF2,0
Main Gwydir River,Gwydir,418004,LF1_P,0
Main Gwydir River,Gwydir,418004,LF1_S,0
Main Gwydir River,Gwydir,418004,LF2,1
Main Gwydir River,Gwydir,418004,LF3_P,1
Main Gwydir River,Gwydir,418004,LF3_S,0
Main Gwydir River,Gwydir,418004,LF4_P,1
Main Gwydir River,Gwydir,418004,LF4_S,1
Main Gwydir River,Gwydir,418004,LF6,0
Main Gwydir River,Gwydir,418004,BK1_S,1
Main Gwydir River,Gwydir,418004,BK1_P,0
Main Gwydir River,Gwydir,418004,OB5,1
Tarren Creek,Gwydir,418004,LF6,0
Tarren Creek,Gwydir,418004,BK1_S,
Tarren Creek,Gwydir,418004,BK1_P,1
Tarren Creek,Gwydir,418004,OB5,0
Lower Gwydir,Gwydir,418053,CF1_hot,0
Lower Gwydir,Gwydir,418053,CF1_cool,0
Lower Gwydir,Gwydir,418053,VF_a,1
Lower Gwydir,Gwydir,418053,VF_b,1
Lower Gwydir,Gwydir,418063,BF1_a,1
Lower Gwydir,Gwydir,418063,BF1_b,1
Lower Gwydir,Gwydir,418063,BF2_a,
Lower Gwydir,Gwydir,418063,BF2_b,0
Lower Gwydir,Gwydir,418063,SF1_S,1
Lower Gwydir,Gwydir,418063,SF1_P,0
Lower Gwydir,Gwydir,418063,SF2,1
Lower Gwydir,Gwydir,418063,LF1_P,0
Lower Gwydir,Gwydir,418063,LF1_S,1
Lower Gwydir,Gwydir,418063,LF2,1
Lower Gwydir,Gwydir,418063,BK1_S,0
Lower Gwydir,Gwydir,418063,BK1_P,
Lower Gwydir,Gwydir,418078,OB1_S,0
Lower Gwydir,Gwydir,418078,OB1_P,1
Lower Gwydir,Gwydir,418078,OB2_S,1
Lower Gwydir,Gwydir,418078,OB2_P,1
Lower Gwydir,Gwydir,418078,OB3_S,1
Lower Gwydir,Gwydir,418078,OB3_P,1
Lower Gwydir,Gwydir,418004,OB5,0
Goonal Creek,Gwydir,418004,LF6,1
Goonal Creek,Gwydir,418004,BK1_S,0
Goonal Creek,Gwydir,418004,BK1_P,1
Goonal Creek,Gwydir,418004,OB5,0
Central Lower Gwydir,Gwydir,418066,CF1,1
Central Lower Gwydir,Gwydir,418066,WL1,1
Central Lower Gwydir,Gwydir,418078,WL2_S,0
Central Lower Gwydir,Gwydir,418078,WL2_P,1
Central Lower Gwydir,Gwydir,418078,WL3,0
Central Lower Gwydir,Gwydir,418078,WL4_S,
Central Lower Gwydir,Gwydir,418078,WL4_P,1
Central Lower Gwydir,Gwydir,418004,LF6,0
Central Lower Gwydir,Gwydir,418004,BK1_S,0
Central Lower Gwydir,Gwydir,418004,BK1_P,0
Central Lower Gwydir,Gwydir,418004,OB5,1
Western Gwydir Floodplain,Gwydir,418004,LF6,1
Western Gwydir Floodplain,Gwydir,418004,BK1_S,0
Western Gwydir Floodplain,Gwydir,418004,BK1_P,1
Western Gwydir Floodplain,Gwydir,418004,OB5,1
Upper Mehi,Gwydir,418002,CF1_hot,0
Upper Mehi,Gwydir,418002,CF1_cool,1
Upper Mehi,Gwydir,418002,VF_a,0
Upper Mehi,Gwydir,418002,VF_b,1
Upper Mehi,Gwydir,418002,BF1_a,0
Upper Mehi,Gwydir,418002,BF1_b,
Upper Mehi,Gwydir,418002,BF2_a,1
Upper Mehi,Gwydir,418002,BF2_b,0
Upper Mehi,Gwydir,418002,SF1_S,0
Upper Mehi,Gwydir,418002,SF1_P,0
Upper Mehi,Gwydir,418002,SF2,1
Upper Mehi,Gwydir,418002,LF1_P,1
Upper Mehi,Gwydir,418002,LF1_S,1
Upper Mehi,Gwydir,418002,LF2,1
Upper Mehi,Gwydir,418002,LF3_S,
Upper Mehi,Gwydir,418002,LF3_P,0
Upper Mehi,Gwydir,418002,OB5,1
Central Mehi,Gwydir,418037,CF1_hot,0
Central Mehi,Gwydir,418037,CF1_cool,1
Central Mehi,Gwydir,418037,VF_a,0
Central Mehi,Gwydir,418037,VF_b,1
Central Mehi,Gwydir,418037,BF1_a,1
Central Mehi,Gwydir,418037,BF1_b,0
Central Mehi,Gwydir,418037,BF2_a,
Central Mehi,Gwydir,418037,BF2_b,0
Central Mehi,Gwydir,418037,SF1_S,1
Central Mehi,Gwydir,418037,SF1_P,1
Central Mehi,Gwydir,418037,SF2,1
Central Mehi,Gwydir,418037,LF1_P,1
Central Mehi,Gwydir,418037,LF1_S,1
Central Mehi,Gwydir,418037,LF2,0
Central Mehi,Gwydir,418002,LF6_P,1
Central Mehi,Gwydir,418002,LF6_S,0
Central Mehi,Gwydir,418002,OB5,1
Lower Mehi,Gwydir,418055,CF1,0
Lower Mehi,Gwydir,418055,BF1_a,1
Lower Mehi,Gwydir,418055,BF1_b,1
Lower Mehi,Gwydir,418055,BF2_a,0
Lower Mehi,Gwydir,418055,BF2_b,1
Lower Mehi,Gwydir,418085,SF1_S,0
Lower Mehi,Gwydir,418085,SF1_P,
Lower Mehi,Gwydir,418085,SF2,1
Lower Mehi,Gwydir,418055,SF3_P,0
Lower Mehi,Gwydir,418055,SF3_S,0
Lower Mehi,Gwydir,418085,LF1_P,0
Lower Mehi,Gwydir,418085,LF1_S,1
Lower Mehi,Gwydir,418085,LF2,1
Lower Mehi,Gwydir,418055,LF5_P,0
Lower Mehi,Gwydir,418055,LF5_S,1
Lower Mehi,Gwydir,418002,LF6_S,1
Lower Mehi,Gwydir,418002,LF6_P,0
Lower Mehi,Gwydir,418002,OB5,1
Ballin Boora,Gwydir,418068,OB1_S,0
Ballin Boora,Gwydir,418068,OB1_P,1
Ballin Boora,Gwydir,418068,OB2_S,0
Ballin Boora,Gwydir,418068,OB2_P,
Ballin Boora,Gwydir,418068,OB3_S,1
Ballin Boora,Gwydir,418068,OB3_P,0
Ballin Boora,Gwydir,418002,OB5,0
Moomin Creek,Gwydir,418070,CF1,0
Moomin Creek,Gwydir,418048,BF1_a,1
Moomin Creek,Gwydir,418048,BF1_b,1
Moomin Creek,Gwydir,418048,BF2_a,1
Moomin Creek,Gwydir,418048,BF2_b,1
Moomin Creek,Gwydir,418048,SF1_P,
Moomin Creek,Gwydir,418048,SF1_S,0
Moomin Creek,Gwydir,418070,BF1_a,1
Moomin Creek,Gwydir,418070,BF1_b,0
Moomin Creek,Gwydir,418070,BF2_a,1
Moomin Creek,Gwydir,418070,BF2_b,0
Moomin Creek,Gwydir,418048,SF2,1
Moomin Creek,Gwydir,418048,LF1_P,1
Moomin Creek,Gwydir,418048,LF1_S,0
Moomin Creek,Gwydir,418048,LF2,
Moomin Creek,Gwydir,418048,OB3_P,0
Moomin Creek,Gwydir,418048,OB3_S,1
Moomin Creek,Gwydir,418002,OB5,1
Mallowa Creek,Gwydir,418049,CF1,1
Mallowa Creek,Gwydir,418049,WL1,1
Mallowa Creek,Gwydir,418049,WL2_P,1
Mallowa Creek,Gwydir,418049,WL2_S,0
Mallowa Creek,Gwydir,418049,WL3,1
Mallowa Creek,Gwydir,418049,WL4_P,0
Mallowa Creek,Gwydir,418049,WL4_S,1
Mallowa Creek,Gwydir,418002,OB5,0
Upper Gingham,Gwydir,418074,CF1_hot,1
Upper Gingham,Gwydir,418074,CF1_cool,1
Upper Gingham,Gwydir,418074,VF_a,0
Upper Gingham,Gwydir,418074,VF_b,1
Upper Gingham,Gwydir,418074,BF1_a,0
Upper Gingham,Gwydir,418074,BF1_b,
Upper Gingham,Gwydir,418074,BF2_a,1
Upper Gingham,Gwydir,418074,BF2_b,0
Upper Gingham,Gwydir,418074,SF1_S,0
Upper Gingham,Gwydir,418074,SF1_P,0
Upper Gingham,Gwydir,418074,SF2,1
Upper Gingham,Gwydir,418074,LF1_P,1
Upper Gingham,Gwydir,418074,LF1_S,0
Upper Gingham,Gwydir,418074,LF2,1
Upper Gingham,Gwydir,418004,LF6,1
Upper Gingham,Gwydir,418074,WL1,0
Upper Gingham,Gwydir,418074,WL2_S,1
Upper Gingham,Gwydir,418074,WL2_P,0
Upper Gingham,Gwydir,418074,WL3,1
Upper Gingham,Gwydir,418074,WL4_S,0
Upper Gingham,Gwydir,418074,WL4_P,
Upper Gingham,Gwydir,418004,OB5,1
Central Gingham,Gwydir,418076,CF1,0
Central Gingham,Gwydir,418076,WL1,0
Central Gingham,Gwydir,418076,WL2_S,0
Central Gingham,Gwydir,418076,WL2_P,1
Central Gingham,Gwydir,418076,WL3,1
Central Gingham,Gwydir,418076,WL4_S,1
Central Gingham,Gwydir,418076,WL4_P,1
Central Gingham,Gwydir,418004,LF6,
Central Gingham,Gwydir,418004,OB5,0
Lower Gingham,Gwydir,418079,CF1,1
Lower Gingham,Gwydir,418079,WL1,0
Lower Gingham,Gwydir,418079,WL2_S,1
Lower Gingham,Gwydir,418079,WL2_P,0
Lower Gingham,Gwydir,418079,WL3,1
Lower Gingham,Gwydir,418079,WL4_S,1
Lower Gingham,Gwydir,418079,WL4_P,0
Lower Gingham,Gwydir,418004,LF6_S,
Lower Gingham,Gwydir,418004,LF6_P,0
Lower Gingham,Gwydir,418004,BK1_S,1
Lower Gingham,Gwydir,418004,BK1_P,1
Lower Gingham,Gwydir,418004,OB5,1
Western Gingham Floodplain,Gwydir,418004,BK1_S,1
Western Gingham Floodplain,Gwydir,418004,BK1_P,1
Western Gingham Floodplain,Gwydir,418004,OB5,0
Carole Creek,Gwydir,418011,CF1_hot,1
Carole Creek,Gwydir,418011,CF1_cool,0
Carole Creek,Gwydir,418011,VF_a,1
Carole Creek,Gwydir,418011,VF_b,0
Carole Creek,Gwydir,418052,BF1_a,1
Carole Creek,Gwydir,418052,BF1_b,1
Carole Creek,Gwydir,418052,BF2_a,0
Carole Creek,Gwydir,418052,BF2_b,1
Carole Creek,Gwydir,418052,SF1_P,0
Carole Creek,Gwydir,418052,SF1_S,
Carole Creek,Gwydir,418052,SF2,1
Carole Creek,Gwydir,418052,LF1_P,0
Carole Creek,Gwydir,418052,LF1_S,0
Carole Creek,Gwydir,418052,LF2,0
Carole Creek,Gwydir,418052,OB1_S,1
Carole Creek,Gwydir,418052,OB1_P,1
Carole Creek,Gwydir,418052,OB2,0
Carole Creek,Gwydir,418052,OB3_S,1
Carole Creek,Gwydir,418052,OB3_P,1
Carole Creek,Gwydir,418052,OB4_P,0
Carole Creek,Gwydir,418052,OB4_S,1
Carole Creek,Gwydir,418052,OB5,0
Gil Gil Creek,Gwydir,416052,CF1,1
Gil Gil Creek,Gwydir,416052,BF1_a,0
Gil Gil Creek,Gwydir,416052,BF1_b,
Gil Gil Creek,Gwydir,416052,BF2_a,1
Gil Gil Creek,Gwydir,416052,BF2_b,0
Gil Gil Creek,Gwydir,416027,SF1_P,0
Gil Gil Creek,Gwydir,416027,SF1_S,0
Gil Gil Creek,Gwydir,416027,SF2,1
Gil Gil Creek,Gwydir,416052,SF3_P,1
Gil Gil Creek,Gwydir,416052,SF3_S,1
Gil Gil Creek,Gwydir,416027,LF1_P,1
Gil Gil Creek,Gwydir,416027,LF1_S,
Gil Gil Creek,Gwydir,416027,LF2,0
Gil Gil Creek,Gwydir,416052,LF5_P,1
Gil Gil Creek,Gwydir,416052,LF5_S,0
Gil Gil Creek,Gwydir,416027,OB2_P,1
Gil Gil Creek,Gwydir,416027,OB2_S,0
Gil Gil Creek,Gwydir,416027,OB3,1
Gil Gil Creek,Gwydir,416027,OB5_P,1
Gil Gil Creek,Gwydir,416027,OB5_S,0
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,NestS1,
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,SF1_S,0
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,SF1_P,1
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,SF2,1
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,SF3,1
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,LF1_S,1
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,LF1_P,1
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,LF2,0
Upper Murrumbidgee River_Tantangara to Burrinjuck,Murrumbidgee,410033,LF3,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,CF1,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,VF1_a,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,VF1_b,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,BF1_a,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,BF1_b,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,DSF1,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,NestS1_tcmc,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,NestS1_mc,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,SF1_S,
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,SF1_P,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,SF2,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,LF1_S,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,LF1_P,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,LF2,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,W-LF4_S,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,W-LF4_P,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,W-LF5,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,W-LF6_S,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,W-LF6_P,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,W-LF7,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,W-LF8,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,OB-S1,1
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,OB-S2,0
Lower Murrumbidgee Floodplain,Murrumbidgee,410040,OB-L1,
Beavers and Old Mans Creek,Murrumbidgee,410093,CF1_a,1
Beavers and Old Mans Creek,Murrumbidgee,410093,CF1_c,0
Beavers and Old Mans Creek,Murrumbidgee,410093,CF1_d,0
Beavers and Old Mans Creek,Murrumbidgee,410093,CF1_b,0
Beavers and Old Mans Creek,Murrumbidgee,410093,VF1_a,1
Beavers and Old Mans Creek,Murrumbidgee,410093,VF1_b,1
Beavers and Old Mans Creek,Murrumbidgee,410093,BF1_a,1
Beavers and Old Mans Creek,Murrumbidgee,410093,BF1_b,1
Beavers and Old Mans Creek,Murrumbidgee,410093,NestS1_tcmc,
Beavers and Old Mans Creek,Murrumbidgee,410093,NestS1_mc,0
Beavers and Old Mans Creek,Murrumbidgee,410093,SF1_S,1
Beavers and Old Mans Creek,Murrumbidgee,410093,SF1_P,0
Beavers and Old Mans Creek,Murrumbidgee,410093,SF2,1
