PlanningUnitName,LTWPShortName,gauge,Code,relevant
Belubula River,Lachlan,412033,OB4_P,0
Belubula River,Lachlan,412033,OB5,1
Upper Lachlan River,Lachlan,412002,CF1_c,1
Upper Lachlan River,Lachlan,412002,CF1_b,0
Upper Lachlan River,Lachlan,412002,VF_a,1
Upper Lachlan River,Lachlan,412002,VF_b,0
Upper Lachlan River,Lachlan,412002,BF1_a,1
Upper Lachlan River,Lachlan,412002,BF1_b,0
Upper Lachlan River,Lachlan,412002,BF2_a,
Upper Lachlan River,Lachlan,412002,BF2_b,1
Upper Lachlan River,Lachlan,412002,SF1_S,0
Upper Lachlan River,Lachlan,412002,SF1_P,0
Upper Lachlan River,Lachlan,412002,SF2,0
Upper Lachlan River,Lachlan,412002,LF1_P,1
Upper Lachlan River,Lachlan,412002,LF1_S,1
Upper Lachlan River,Lachlan,412002,LF2,1
Upper Lachlan River,Lachlan,412002,BK1_S,1
Upper Lachlan River,Lachlan,412002,BK1_P,
Upper Lachlan River,Lachlan,412002,OB3_S,0
Upper Lachlan River,Lachlan,412002,OB3_P,1
Upper Lachlan River,Lachlan,412002,OB4_S,0
Upper Lachlan River,Lachlan,412002,OB4_P,1
Upper Lachlan River,Lachlan,412002,OB5,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,CF1_c,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,CF1_b,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,VF_a,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,VF_b,
Lachlan River - Forbes to Condobolin,Lachlan,412004,BF1_a,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,BF1_b,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,BF2_a,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,BF2_b,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,SF1_S,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,SF1_P,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,SF2,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,SF3_S,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,SF3_P,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,LF1_P,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,LF1_S,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,LF2,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,LF3_S,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,LF3_P,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,BK1_S,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,BK1_P,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,OB2_S,
Lachlan River - Forbes to Condobolin,Lachlan,412004,OB2_P,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,OB3_S,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,OB3_P,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,OB4_S,0
Lachlan River - Forbes to Condobolin,Lachlan,412004,OB4_P,1
Lachlan River - Forbes to Condobolin,Lachlan,412004,OB5,1
Merrowie Creek,Lachlan,412163,OB_WL1_P,0
Merrimajeel Creek,Lachlan,412005,OB_WL1_P,1
Upper and Mid Lachlan Floodplains inc. Bundaburra Creek_Lake Cowal and Jemalong Wyldes Plain floodplain,Lachlan,412004,OB3_S,1
Upper and Mid Lachlan Floodplains inc. Bundaburra Creek_Lake Cowal and Jemalong Wyldes Plain floodplain,Lachlan,412004,OB3_P,0
Upper and Mid Lachlan Floodplains inc. Bundaburra Creek_Lake Cowal and Jemalong Wyldes Plain floodplain,Lachlan,412004,OB4_S,1
Upper and Mid Lachlan Floodplains inc. Bundaburra Creek_Lake Cowal and Jemalong Wyldes Plain floodplain,Lachlan,412004,OB4_P,0
Upper and Mid Lachlan Floodplains inc. Bundaburra Creek_Lake Cowal and Jemalong Wyldes Plain floodplain,Lachlan,412004,OB5,1
Mid Lachlan Anabranches,Lachlan,412188,CF1,0
Mid Lachlan Anabranches,Lachlan,412016,CF1_c,
Mid Lachlan Anabranches,Lachlan,412016,CF1_b,1
Mid Lachlan Anabranches,Lachlan,412046,CF1_c,0
Mid Lachlan Anabranches,Lachlan,412046,CF1_b,0
Mid Lachlan Anabranches,Lachlan,412188,BF1,0
Mid Lachlan Anabranches,Lachlan,412016,BF1_a,1
Mid Lachlan Anabranches,Lachlan,412016,BF1_b,1
Mid Lachlan Anabranches,Lachlan,412046,BF1_a,1
Mid Lachlan Anabranches,Lachlan,412046,BF1_b,1
Mid Lachlan Anabranches,Lachlan,412188,BF2,
Mid Lachlan Anabranches,Lachlan,412016,BF2_a,0
Mid Lachlan Anabranches,Lachlan,412016,BF2_b,1
Mid Lachlan Anabranches,Lachlan,412046,BF2_a,0
Mid Lachlan Anabranches,Lachlan,412046,BF2_b,1
Mid Lachlan Anabranches,Lachlan,412188,SF1_S,0
Mid Lachlan Anabranches,Lachlan,412188,SF1_P,1
Mid Lachlan Anabranches,Lachlan,412016,SF1_S,1
Mid Lachlan Anabranches,Lachlan,412016,SF1_P,0
Mid Lachlan Anabranches,Lachlan,412046,SF1_S,
Mid Lachlan Anabranches,Lachlan,412046,SF1_P,0
Mid Lachlan Anabranches,Lachlan,412188,SF2,1
Mid Lachlan Anabranches,Lachlan,412016,SF2,1
Mid Lachlan Anabranches,Lachlan,412046,SF2,1
Mid Lachlan Anabranches,Lachlan,412046,LF1_P,1
Mid Lachlan Anabranches,Lachlan,412046,LF1_S,1
Mid Lachlan Anabranches,Lachlan,412016,LF1_P,0
Mid Lachlan Anabranches,Lachlan,412016,LF1_S,1
Mid Lachlan Anabranches,Lachlan,412046,LF2,0
Mid Lachlan Anabranches,Lachlan,412016,LF2,1
Mid Lachlan Anabranches,Lachlan,412188,BK1_S,0
Mid Lachlan Anabranches,Lachlan,412188,BK1_P,1
Mid Lachlan Anabranches,Lachlan,412046,BK1_S,1
Mid Lachlan Anabranches,Lachlan,412046,BK1_P,0
Mid Lachlan Anabranches,Lachlan,412016,BK1_S,1
Mid Lachlan Anabranches,Lachlan,412016,BK1_P,0
Mid Lachlan Anabranches,Lachlan,412004,OB2_S,
Mid Lachlan Anabranches,Lachlan,412004,OB2_P,1
Mid Lachlan Anabranches,Lachlan,412004,OB3_S,0
Mid Lachlan Anabranches,Lachlan,412004,OB3_P,0
Mid Lachlan Anabranches,Lachlan,412004,OB4_S,0
Mid Lachlan Anabranches,Lachlan,412004,OB4_P,1
Mid Lachlan Anabranches,Lachlan,412004,OB5,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,CF1_c,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,CF1_a,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,VF_a,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,VF_b,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,BF1_a,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,BF1_b,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,BF2_a,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,BF2_b,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,SF1_S,
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,SF1_P,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,SF2,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,LF1_P,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,LF1_S,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,LF2,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,BK1_S,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,BK1_P,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,OB2_S,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,OB2_P,
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,OB3_S,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,OB3_P,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,OB4_S,0
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,OB4_P,1
Lachlan River - Condobolin to Lake Cargelligo,Lachlan,412011,OB5,0
Booberoi Creek,Lachlan,412189,BF1_a,1
Booberoi Creek,Lachlan,412189,BF1_b,1
Booberoi Creek,Lachlan,412189,SF1_S,0
Booberoi Creek,Lachlan,412189,SF1_P,
Booberoi Creek,Lachlan,412189,SF2,0
Booberoi Creek,Lachlan,412189,LF1_P,1
Booberoi Creek,Lachlan,412189,LF1_S,1
Booberoi Creek,Lachlan,412189,LF2,1
Booberoi Creek,Lachlan,412189,BK1_S,1
Booberoi Creek,Lachlan,412189,BK1_P,1
Booberoi Creek,Lachlan,412011,BK1_S,0
Booberoi Creek,Lachlan,412011,BK1_P,1
Booberoi Creek,Lachlan,412189,OB3_S,0
Booberoi Creek,Lachlan,412189,OB3_P,1
Booberoi Creek,Lachlan,412011,OB3_S,0
Booberoi Creek,Lachlan,412011,OB3_P,1
Booberoi Creek,Lachlan,412011,OB4_S,1
Booberoi Creek,Lachlan,412011,OB4_P,0
Booberoi Creek,Lachlan,412011,OB5,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,CF1_c,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,CF1_b,
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,VF_a,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,VF_b,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,BF1_a,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,BF1_b,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,BF2_a,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,BF2_b,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,SF1_S,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,SF1_P,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,SF2,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,LF1_P,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,LF1_S,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,LF2,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,BK1_S,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,BK1_P,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB1_S,
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB1_P,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB2,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB3_S,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB3_P,0
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB4_S,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB4_P,1
Lachlan River - Lake Cargelligo to Willandra Weir,Lachlan,412038,OB5,1
Lake Cargelligo,Lachlan,412107,WL3_S,1
Lake Cargelligo,Lachlan,412107,WL3_P,
Willandra Creek,Lachlan,412012,CF1_c,0
Willandra Creek,Lachlan,412012,CF1_b,1
Willandra Creek,Lachlan,412012,BF2_a,0
Willandra Creek,Lachlan,412012,BF2_b,1
Willandra Creek,Lachlan,412012,SF1_S,0
Willandra Creek,Lachlan,412012,SF1_P,1
Willandra Creek,Lachlan,412012,SF2,1
Willandra Creek,Lachlan,412012,LF1_P,0
Willandra Creek,Lachlan,412012,LF1_S,
Willandra Creek,Lachlan,412012,LF2,0
Willandra Creek,Lachlan,412012,BK1_S,1
Willandra Creek,Lachlan,412012,BK1_P,1
Lower Lachlan Watercourse,Lachlan,412039,OB_WL1_P,1
Muggabah Creek,Lachlan,412005,OB_WL1_P,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB_WL1_P,1
Willandra Creek,Lachlan,412012,OB2_S,0
Willandra Creek,Lachlan,412012,OB2_P,1
Willandra Creek,Lachlan,412012,OB3_S,0
Willandra Creek,Lachlan,412012,OB3_P,1
Willandra Creek,Lachlan,412012,OB4_S,0
Willandra Creek,Lachlan,412012,OB4_P,1
Willandra Creek,Lachlan,412012,OB5,1
Merrowie Creek,Lachlan,412163,CF1_c,0
Merrowie Creek,Lachlan,412163,CF1_b,1
Merrowie Creek,Lachlan,412163,SF1_S,0
Merrowie Creek,Lachlan,412163,SF1_P,
Merrowie Creek,Lachlan,412163,SF2,1
Merrowie Creek,Lachlan,412163,SF3_P,0
Merrowie Creek,Lachlan,412163,SF3_S,0
Merrowie Creek,Lachlan,412163,LF1_P,0
Merrowie Creek,Lachlan,412163,LF1_S,1
Merrowie Creek,Lachlan,412163,LF2,1
Merrowie Creek,Lachlan,412163,BK1_S,0
Merrowie Creek,Lachlan,412163,BK1_P,1
Merrowie Creek,Lachlan,412163,OB_WL1_S,1
Merrimajeel Creek,Lachlan,412005,OB_WL1_S,0
Lower Lachlan Watercourse,Lachlan,412039,OB_WL1_S,1
Muggabah Creek,Lachlan,412005,OB_WL1_S,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB_WL1_S,1
Willandra Creek,Lachlan,412042,OB_WL1_P,0
Merrowie Creek,Lachlan,412038,OB1_S,
Merrowie Creek,Lachlan,412038,OB1_P,1
Merrowie Creek,Lachlan,412038,OB2,0
Merrowie Creek,Lachlan,412038,OB3_S,0
Merrowie Creek,Lachlan,412038,OB3_P,0
Merrowie Creek,Lachlan,412038,OB4_S,1
Merrowie Creek,Lachlan,412038,OB4_P,1
Merrowie Creek,Lachlan,412038,OB5,1
Merrimajeel Creek,Lachlan,412122,CF1_c,1
Merrimajeel Creek,Lachlan,412122,CF1_b,
Merrowie Creek,Lachlan,412163,OB_WL1_P,0
Merrimajeel Creek,Lachlan,412005,OB_WL1_P,1
Lower Lachlan Watercourse,Lachlan,412039,OB_WL1_P,0
Muggabah Creek,Lachlan,412005,OB_WL1_P,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB_WL1_P,0
Willandra Creek,Lachlan,412042,OB_WL1_S,1
Merrowie Creek,Lachlan,412163,OB_WL1_S,1
Merrimajeel Creek,Lachlan,412005,OB2,0
Merrimajeel Creek,Lachlan,412005,OB3_S,
Merrimajeel Creek,Lachlan,412005,OB3_P,0
Merrimajeel Creek,Lachlan,412005,OB4_S,1
Merrimajeel Creek,Lachlan,412005,OB4_P,1
Merrimajeel Creek,Lachlan,412005,OB5,1
Lower Lachlan Watercourse,Lachlan,412039,CF1_c,1
Lower Lachlan Watercourse,Lachlan,412039,CF1_b,1
Lower Lachlan Watercourse,Lachlan,412039,VF_a,0
Lower Lachlan Watercourse,Lachlan,412039,VF_b,1
Lower Lachlan Watercourse,Lachlan,412039,BF1_a,0
Lower Lachlan Watercourse,Lachlan,412039,BF1_b,1
Lower Lachlan Watercourse,Lachlan,412039,BF2_a,0
Lower Lachlan Watercourse,Lachlan,412039,BF2_b,1
Lower Lachlan Watercourse,Lachlan,412039,SF1_S,1
Lower Lachlan Watercourse,Lachlan,412039,SF1_P,0
Lower Lachlan Watercourse,Lachlan,412039,SF2,1
Lower Lachlan Watercourse,Lachlan,412039,LF1_P,0
Lower Lachlan Watercourse,Lachlan,412039,LF1_S,
Lower Lachlan Watercourse,Lachlan,412039,LF2,1
Lower Lachlan Watercourse,Lachlan,412039,BK1,0
Merrimajeel Creek,Lachlan,412005,OB_WL1_S,0
Lower Lachlan Watercourse,Lachlan,412039,OB_WL1_S,0
Muggabah Creek,Lachlan,412005,OB_WL1_S,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB_WL1_S,1
Upper and Mid Lachlan Floodplains inc. Bundaburra Creek_Lake Cowal and Jemalong Wyldes Plain floodplain,Lachlan,412036,OB_WL3_P,0
Merrowie Creek,Lachlan,412163,OB_WL3_P,1
Lower Lachlan Watercourse,Lachlan,412039,OB2,1
Lower Lachlan Watercourse,Lachlan,412039,OB3_S,0
Lower Lachlan Watercourse,Lachlan,412039,OB3_P,1
Lower Lachlan Watercourse,Lachlan,412039,OB4_S,0
Lower Lachlan Watercourse,Lachlan,412039,OB4_P,1
Lower Lachlan Watercourse,Lachlan,412039,OB5,0
Muggabah Creek,Lachlan,412124,CF1_c,
Muggabah Creek,Lachlan,412124,CF1_b,1
Merrimajeel Creek,Lachlan,412005,OB_WL3_P,0
Lower Lachlan Watercourse,Lachlan,412039,OB_WL3_P,0
Muggabah Creek,Lachlan,412005,OB_WL3_P,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB_WL3_P,1
Upper and Mid Lachlan Floodplains inc. Bundaburra Creek_Lake Cowal and Jemalong Wyldes Plain floodplain,Lachlan,412036,OB_WL3_S,1
Merrowie Creek,Lachlan,412163,OB_WL3_S,1
Merrimajeel Creek,Lachlan,412005,OB_WL3_S,1
Muggabah Creek,Lachlan,412005,OB2,
Muggabah Creek,Lachlan,412005,OB3_S,0
Muggabah Creek,Lachlan,412005,OB3_P,1
Muggabah Creek,Lachlan,412005,OB4_S,0
Muggabah Creek,Lachlan,412005,OB4_P,1
Muggabah Creek,Lachlan,412005,OB5,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,CF1_c,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,CF1_b,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,VF_a,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,VF_b,
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,BF1_a,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,BF1_b,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,BF2_a,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,BF2_b,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,SF1_S,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,SF1_P,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,SF2,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,LF1_P,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,LF1_S,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,LF2,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,BK1_S,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,BK1_P,1
Lower Lachlan Watercourse,Lachlan,412039,OB_WL3_S,1
Muggabah Creek,Lachlan,412005,OB_WL3_S,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB_WL3_S,1
Willandra Creek,Lachlan,412042,OB_WL4,0
Merrimajeel Creek,Lachlan,412005,OB_WL4,
Muggabah Creek,Lachlan,412005,OB_WL4,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB_WL4,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB2,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB3_S,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB3_P,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB4_S,1
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB4_P,0
Western Lachlan Watercourse inc. The Great Cumbung Swamp,Lachlan,412005,OB5,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409003,OB3,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409003,OB4,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,VF,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,BF1_a,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,BF1_b,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,SF1_S,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,SF1_P,
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,SF2,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,LF1_P,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,LF1_S,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,LF2,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,LF3,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,BK1_S,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,BK1_P,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,OB1_S,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,OB1_P,
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,OB2_S,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,OB2_P,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,OB3_P,0
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,OB3_S,1
Murray River - Hume to Yarrawonga,Murray Lower Darling,409017,OB4,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,CF,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,VF,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,BF1,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,BF2,
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,BF3_P,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,BF3_S,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,SF1_S,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,SF1_P,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,SF2,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,LF1_P,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,LF1_S,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,LF2,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,BK1_S,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,BK1_P,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,OB1_S,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,OB1_P,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,OB2,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,OB3,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409019,OB4,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,CF,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,VF,
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,BF1,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,BF2,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,BF3_P,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,BF3_S,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,SF1_S,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,SF1_P,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,SF2,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,LF1_P,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,LF1_S,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,LF2,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,BK1_S,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,BK1_P,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,OB1_S,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,OB1_P,0
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,OB2,
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,OB3,1
Upper Wakool River and Yallakool Creek,Murray Lower Darling,409020,OB4,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,CF,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,VF,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,BF1_a,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,BF1_b,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,BF2_a,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,BF2_b,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,BF3,
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,SF1_S,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,SF1_P,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,SF2,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,LF1_P,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,LF1_S,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,LF2,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,LF3_S,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,LF3_P,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,LF4_S,
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,LF4_P,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,BK1_S,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,BK1_P,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,OB1_S,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,OB1_P,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,OB2_S,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409023,OB2_P,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,CF,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,VF,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,BF1_a,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,BF1_b,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,BF2_a,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,BF2_b,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,BF3,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,SF1_S,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,SF1_P,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,SF2,
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,LF1_P,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,LF1_S,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,LF2,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,LF3_S,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,LF3_P,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,LF4_S,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,LF4_P,0
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,BK1_S,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,BK1_P,1
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,409024,OB1_S,0
