planning_unit_name,LTWPShortName,gauge,ewr_code_timing,Target,priority
Murray River - Lock 10 to Lock 9,Murray Lower Darling,425010,WP3,Ecosystem Function,2
Murray River - Lock 10 to Lock 9,Murray Lower Darling,425010,WP4,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,1AS,OB-S2,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,1AS,OB-L1,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,1AS,OB-L2_P,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,1AS,OB-L2_S,Ecosystem Function,2
Murray River - Lock 9 to Lock 7,Murray Lower Darling,A4260505,WP3,Ecosystem Function,2
Murray River - Lock 9 to Lock 7,Murray Lower Darling,A4260505,WP4,Ecosystem Function,2
Murray River - Lock 9 to Lock 7,Murray Lower Darling,A4260507,WP3,Ecosystem Function,2
Murray River - Lock 9 to Lock 7,Murray Lower Darling,A4260507,WP4,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Eulimbah_Nimmie Creek,OB-S2,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Eulimbah_Nimmie Creek,OB-L1,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Eulimbah_Nimmie Creek,OB-L2_P,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Eulimbah_Nimmie Creek,OB-L2_S,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,W-LF7_a,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-S2_a,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-L1_a,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-L2_P_a,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-L2_S_a,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,W-LF7_b,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-S2_b,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-L1_b,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-L2_P_b,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Glen Dee,OB-L2_S_b,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Pumped from Yanga Lake,OB-L1,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Pumped from Yanga Lake,OB-L2_P,Ecosystem Function,2
Lower Murrumbidgee Floodplain,Murrumbidgee,Pumped from Yanga Lake,OB-L2_S,Ecosystem Function,2
Lower Mehi,Gwydir,418055,BF1_a,Native vegetation,2
Lower Mehi,Gwydir,418055,BF1_b,Native vegetation,2
Lower Mehi,Gwydir,418055,BF1_a,Other Species,2
Lower Mehi,Gwydir,418055,BF1_b,Other Species,2
Main Gwydir River,Gwydir,418004,BF1_a,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,BF1_b,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,BF1_a,Native fish,2
Main Gwydir River,Gwydir,418004,BF1_b,Native fish,2
Main Gwydir River,Gwydir,418004,BF1_a,Native vegetation,2
Main Gwydir River,Gwydir,418004,BF1_b,Native vegetation,2
Main Gwydir River,Gwydir,418004,BF1_a,Other Species,2
Main Gwydir River,Gwydir,418004,BF1_b,Other Species,2
Moomin Creek,Gwydir,418048,BF1_a,Ecosystem Function,2
Moomin Creek,Gwydir,418048,BF1_b,Ecosystem Function,2
Moomin Creek,Gwydir,418070,BF1_a,Ecosystem Function,2
Moomin Creek,Gwydir,418070,BF1_b,Ecosystem Function,2
Moomin Creek,Gwydir,418048,BF1_a,Native fish,2
Moomin Creek,Gwydir,418048,BF1_b,Native fish,2
Moomin Creek,Gwydir,418070,BF1_a,Native fish,2
Moomin Creek,Gwydir,418070,BF1_b,Native fish,2
Moomin Creek,Gwydir,418048,BF1_a,Native vegetation,2
Moomin Creek,Gwydir,418048,BF1_b,Native vegetation,2
Moomin Creek,Gwydir,418070,BF1_a,Native vegetation,2
Moomin Creek,Gwydir,418070,BF1_b,Native vegetation,2
Moomin Creek,Gwydir,418048,BF1_a,Other Species,2
Moomin Creek,Gwydir,418048,BF1_b,Other Species,2
Moomin Creek,Gwydir,418070,BF1_a,Other Species,2
Moomin Creek,Gwydir,418070,BF1_b,Other Species,2
Upper Gingham,Gwydir,418074,BF1_a,Ecosystem Function,2
Upper Gingham,Gwydir,418074,BF1_b,Ecosystem Function,2
Upper Gingham,Gwydir,418074,BF1_a,Native fish,2
Upper Gingham,Gwydir,418074,BF1_b,Native fish,2
Upper Gingham,Gwydir,418074,BF1_a,Native vegetation,2
Upper Gingham,Gwydir,418074,BF1_b,Native vegetation,2
Upper Gingham,Gwydir,418074,BF1_a,Other Species,2
Upper Gingham,Gwydir,418074,BF1_b,Other Species,2
Upper Mehi,Gwydir,418002,BF1_a,Ecosystem Function,2
Upper Mehi,Gwydir,418002,BF1_b,Ecosystem Function,2
Upper Mehi,Gwydir,418002,BF1_a,Native fish,2
Upper Mehi,Gwydir,418002,BF1_b,Native fish,2
Upper Mehi,Gwydir,418002,BF1_a,Native vegetation,2
Upper Mehi,Gwydir,418002,BF1_b,Native vegetation,2
Upper Mehi,Gwydir,418002,BF1_a,Other Species,2
Upper Mehi,Gwydir,418002,BF1_b,Other Species,2
Carole Creek,Gwydir,418052,BF2_a,Ecosystem Function,2
Carole Creek,Gwydir,418052,BF2_b,Ecosystem Function,2
Carole Creek,Gwydir,418052,BF2_a,Native fish,2
Carole Creek,Gwydir,418052,BF2_b,Native fish,2
Central Mehi,Gwydir,418037,BF2_a,Ecosystem Function,2
Central Mehi,Gwydir,418037,BF2_b,Ecosystem Function,2
Central Mehi,Gwydir,418037,BF2_a,Native fish,2
Central Mehi,Gwydir,418037,BF2_b,Native fish,2
Gil Gil Creek,Gwydir,416052,BF2_a,Ecosystem Function,2
Gil Gil Creek,Gwydir,416052,BF2_b,Ecosystem Function,2
Gil Gil Creek,Gwydir,416052,BF2_a,Native fish,2
Gil Gil Creek,Gwydir,416052,BF2_b,Native fish,2
Gwydir downstream of Copeton,Gwydir,418013,BF2_a,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,BF2_b,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,BF2_a,Native fish,2
Gwydir downstream of Copeton,Gwydir,418013,BF2_b,Native fish,2
Lower Gwydir,Gwydir,418063,BF2_a,Ecosystem Function,2
Lower Gwydir,Gwydir,418063,BF2_b,Ecosystem Function,2
Lower Gwydir,Gwydir,418063,BF2_a,Native fish,2
Lower Gwydir,Gwydir,418063,BF2_b,Native fish,2
Lower Mehi,Gwydir,418055,BF2_a,Ecosystem Function,2
Lower Mehi,Gwydir,418055,BF2_b,Ecosystem Function,2
Lower Mehi,Gwydir,418055,BF2_a,Native fish,2
Lower Mehi,Gwydir,418055,BF2_b,Native fish,2
Murray River - Lock 15 weir pool to Lock 10,Murray Lower Darling,414203,SF_WP,Ecosystem Function,2
Murray River - Lock 10 to Lock 9,Murray Lower Darling,425010,SF_WP,Ecosystem Function,2
Murray River - Lock 9 to Lock 7,Murray Lower Darling,A4260505,SF_WP,Ecosystem Function,2
Murray River - Lock 9 to Lock 7,Murray Lower Darling,A4260507,SF_WP,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,BF2_a,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,BF2_b,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,BF2_a,Native fish,2
Main Gwydir River,Gwydir,418004,BF2_b,Native fish,2
Moomin Creek,Gwydir,418048,BF2_a,Ecosystem Function,2
Moomin Creek,Gwydir,418048,BF2_b,Ecosystem Function,2
Moomin Creek,Gwydir,418070,BF2_a,Ecosystem Function,2
Moomin Creek,Gwydir,418070,BF2_b,Ecosystem Function,2
Moomin Creek,Gwydir,418048,BF2_a,Native fish,2
Moomin Creek,Gwydir,418048,BF2_b,Native fish,2
Moomin Creek,Gwydir,418070,BF2_a,Native fish,2
Moomin Creek,Gwydir,418070,BF2_b,Native fish,2
Upper Gingham,Gwydir,418074,BF2_a,Ecosystem Function,2
Upper Gingham,Gwydir,418074,BF2_b,Ecosystem Function,2
Upper Gingham,Gwydir,418074,BF2_a,Native fish,2
Upper Gingham,Gwydir,418074,BF2_b,Native fish,2
Upper Mehi,Gwydir,418002,BF2_a,Ecosystem Function,2
Upper Mehi,Gwydir,418002,BF2_b,Ecosystem Function,2
Upper Mehi,Gwydir,418002,BF2_a,Native fish,2
Upper Mehi,Gwydir,418002,BF2_b,Native fish,2
Central Lower Gwydir,Gwydir,418004,BK1_S,Ecosystem Function,2
Central Lower Gwydir,Gwydir,418004,BK1_P,Ecosystem Function,2
Central Lower Gwydir,Gwydir,418004,BK1_S,Native vegetation,2
Central Lower Gwydir,Gwydir,418004,BK1_P,Native vegetation,2
Central Lower Gwydir,Gwydir,418004,BK1_S,Other Species,2
Central Lower Gwydir,Gwydir,418004,BK1_P,Other Species,2
Goonal Creek,Gwydir,418004,BK1_S,Ecosystem Function,2
Goonal Creek,Gwydir,418004,BK1_P,Ecosystem Function,2
Goonal Creek,Gwydir,418004,BK1_S,Native vegetation,2
Goonal Creek,Gwydir,418004,BK1_P,Native vegetation,2
Goonal Creek,Gwydir,418004,BK1_S,Other Species,2
Goonal Creek,Gwydir,418004,BK1_P,Other Species,2
Gwydir downstream of Copeton,Gwydir,418013,BK1_S,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,BK1_P,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,BK1_S,Native vegetation,2
Gwydir downstream of Copeton,Gwydir,418013,BK1_P,Native vegetation,2
Gwydir downstream of Copeton,Gwydir,418013,BK1_S,Other Species,2
Gwydir downstream of Copeton,Gwydir,418013,BK1_P,Other Species,2
Lower Gingham,Gwydir,418004,BK1_S,Ecosystem Function,2
Lower Gingham,Gwydir,418004,BK1_P,Ecosystem Function,2
Lower Gingham,Gwydir,418004,BK1_S,Native vegetation,2
Lower Gingham,Gwydir,418004,BK1_P,Native vegetation,2
Lower Gingham,Gwydir,418004,BK1_S,Other Species,2
Lower Gingham,Gwydir,418004,BK1_P,Other Species,2
Lower Gwydir,Gwydir,418063,BK1_S,Ecosystem Function,2
Lower Gwydir,Gwydir,418063,BK1_P,Ecosystem Function,2
Lower Gwydir,Gwydir,418063,BK1_S,Native vegetation,2
Lower Gwydir,Gwydir,418063,BK1_P,Native vegetation,2
Lower Gwydir,Gwydir,418063,BK1_S,Other Species,2
Lower Gwydir,Gwydir,418063,BK1_P,Other Species,2
Main Gwydir River,Gwydir,418004,BK1_S,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,BK1_P,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,BK1_S,Native vegetation,2
Main Gwydir River,Gwydir,418004,BK1_P,Native vegetation,2
Main Gwydir River,Gwydir,418004,BK1_S,Other Species,2
Main Gwydir River,Gwydir,418004,BK1_P,Other Species,2
Tarren Creek,Gwydir,418004,BK1_S,Ecosystem Function,2
Tarren Creek,Gwydir,418004,BK1_P,Ecosystem Function,2
Tarren Creek,Gwydir,418004,BK1_S,Native vegetation,2
Tarren Creek,Gwydir,418004,BK1_P,Native vegetation,2
Tarren Creek,Gwydir,418004,BK1_S,Other Species,2
Tarren Creek,Gwydir,418004,BK1_P,Other Species,2
Western Gingham Floodplain,Gwydir,418004,BK1_S,Ecosystem Function,2
Western Gingham Floodplain,Gwydir,418004,BK1_P,Ecosystem Function,2
Western Gingham Floodplain,Gwydir,418004,BK1_S,Native vegetation,2
Western Gingham Floodplain,Gwydir,418004,BK1_P,Native vegetation,2
Western Gingham Floodplain,Gwydir,418004,BK1_S,Other Species,2
Western Gingham Floodplain,Gwydir,418004,BK1_P,Other Species,2
Western Gwydir Floodplain,Gwydir,418004,BK1_S,Ecosystem Function,2
Western Gwydir Floodplain,Gwydir,418004,BK1_P,Ecosystem Function,2
Western Gwydir Floodplain,Gwydir,418004,BK1_S,Native vegetation,2
Western Gwydir Floodplain,Gwydir,418004,BK1_P,Native vegetation,2
Western Gwydir Floodplain,Gwydir,418004,BK1_S,Other Species,2
Western Gwydir Floodplain,Gwydir,418004,BK1_P,Other Species,2
Carole Creek,Gwydir,418011,CF1_hot,Ecosystem Function,2
Carole Creek,Gwydir,418011,CF1_cool,Ecosystem Function,2
Carole Creek,Gwydir,418011,CF1_hot,Native fish,2
Carole Creek,Gwydir,418011,CF1_cool,Native fish,2
Central Gingham,Gwydir,418076,CF1,Ecosystem Function,2
Central Gingham,Gwydir,418076,CF1,Native fish,2
Central Lower Gwydir,Gwydir,418066,CF1,Ecosystem Function,2
Central Lower Gwydir,Gwydir,418066,CF1,Native fish,2
Central Mehi,Gwydir,418037,CF1_hot,Ecosystem Function,2
Central Mehi,Gwydir,418037,CF1_cool,Ecosystem Function,2
Central Mehi,Gwydir,418037,CF1_hot,Native fish,2
Central Mehi,Gwydir,418037,CF1_cool,Native fish,2
Gil Gil Creek,Gwydir,416052,CF1,Ecosystem Function,2
Gil Gil Creek,Gwydir,416052,CF1,Native fish,2
Gwydir downstream of Copeton,Gwydir,418013,CF1_hot,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,CF1_cool,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,CF1_hot,Native fish,2
Gwydir downstream of Copeton,Gwydir,418013,CF1_cool,Native fish,2
Lower Gingham,Gwydir,418079,CF1,Ecosystem Function,2
Lower Gingham,Gwydir,418079,CF1,Native fish,2
Lower Gwydir,Gwydir,418053,CF1_hot,Ecosystem Function,2
Lower Gwydir,Gwydir,418053,CF1_cool,Ecosystem Function,2
Lower Gwydir,Gwydir,418053,CF1_hot,Native fish,2
Lower Gwydir,Gwydir,418053,CF1_cool,Native fish,2
Lower Mehi,Gwydir,418055,CF1,Ecosystem Function,2
Lower Mehi,Gwydir,418055,CF1,Native fish,2
Main Gwydir River,Gwydir,418004,CF1_hot,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,CF1_cool,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,CF1_hot,Native fish,2
Main Gwydir River,Gwydir,418004,CF1_cool,Native fish,2
Mallowa Creek,Gwydir,418049,CF1,Ecosystem Function,2
Mallowa Creek,Gwydir,418049,CF1,Native fish,2
Moomin Creek,Gwydir,418070,CF1,Ecosystem Function,2
Moomin Creek,Gwydir,418070,CF1,Native fish,2
Upper Gingham,Gwydir,418074,CF1_hot,Ecosystem Function,2
Upper Gingham,Gwydir,418074,CF1_cool,Ecosystem Function,2
Upper Gingham,Gwydir,418074,CF1_hot,Native fish,2
Upper Gingham,Gwydir,418074,CF1_cool,Native fish,2
Upper Mehi,Gwydir,418002,CF1_hot,Ecosystem Function,2
Upper Mehi,Gwydir,418002,CF1_cool,Ecosystem Function,2
Upper Mehi,Gwydir,418002,CF1_hot,Native fish,2
Upper Mehi,Gwydir,418002,CF1_cool,Native fish,2
Carole Creek,Gwydir,418052,LF1_P,Ecosystem Function,2
Carole Creek,Gwydir,418052,LF1_S,Ecosystem Function,2
Carole Creek,Gwydir,418052,LF1_P,Native fish,2
Carole Creek,Gwydir,418052,LF1_S,Native fish,2
Carole Creek,Gwydir,418052,LF1_P,Native vegetation,2
Carole Creek,Gwydir,418052,LF1_S,Native vegetation,2
Carole Creek,Gwydir,418052,LF1_P,Other Species,2
Carole Creek,Gwydir,418052,LF1_S,Other Species,2
Central Mehi,Gwydir,418037,LF1_P,Ecosystem Function,2
Central Mehi,Gwydir,418037,LF1_S,Ecosystem Function,2
Central Mehi,Gwydir,418037,LF1_P,Native fish,2
Central Mehi,Gwydir,418037,LF1_S,Native fish,2
Central Mehi,Gwydir,418037,LF1_P,Native vegetation,2
Central Mehi,Gwydir,418037,LF1_S,Native vegetation,2
Central Mehi,Gwydir,418037,LF1_P,Other Species,2
Central Mehi,Gwydir,418037,LF1_S,Other Species,2
Gil Gil Creek,Gwydir,416027,LF1_P,Ecosystem Function,2
Gil Gil Creek,Gwydir,416027,LF1_S,Ecosystem Function,2
Gil Gil Creek,Gwydir,416027,LF1_P,Native fish,2
Gil Gil Creek,Gwydir,416027,LF1_S,Native fish,2
Gil Gil Creek,Gwydir,416027,LF1_P,Native vegetation,2
Gil Gil Creek,Gwydir,416027,LF1_S,Native vegetation,2
Gil Gil Creek,Gwydir,416027,LF1_P,Other Species,2
Gil Gil Creek,Gwydir,416027,LF1_S,Other Species,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_S,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_P,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_S,Native fish,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_P,Native fish,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_S,Native vegetation,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_P,Native vegetation,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_S,Other Species,2
Gwydir downstream of Copeton,Gwydir,418013,LF1_P,Other Species,2
Lower Gwydir,Gwydir,418063,LF1_P,Ecosystem Function,2
Lower Gwydir,Gwydir,418063,LF1_S,Ecosystem Function,2
Lower Gwydir,Gwydir,418063,LF1_P,Native fish,2
Lower Gwydir,Gwydir,418063,LF1_S,Native fish,2
Lower Gwydir,Gwydir,418063,LF1_P,Native vegetation,2
Lower Gwydir,Gwydir,418063,LF1_S,Native vegetation,2
Lower Gwydir,Gwydir,418063,LF1_P,Other Species,2
Lower Gwydir,Gwydir,418063,LF1_S,Other Species,2
Lower Mehi,Gwydir,418085,LF1_P,Ecosystem Function,2
Lower Mehi,Gwydir,418085,LF1_S,Ecosystem Function,2
Lower Mehi,Gwydir,418085,LF1_P,Native fish,2
Lower Mehi,Gwydir,418085,LF1_S,Native fish,2
Lower Mehi,Gwydir,418085,LF1_P,Native vegetation,2
Lower Mehi,Gwydir,418085,LF1_S,Native vegetation,2
Lower Mehi,Gwydir,418085,LF1_P,Other Species,2
Lower Mehi,Gwydir,418085,LF1_S,Other Species,2
Main Gwydir River,Gwydir,418004,LF1_P,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,LF1_S,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,LF1_P,Native fish,2
Main Gwydir River,Gwydir,418004,LF1_S,Native fish,2
Main Gwydir River,Gwydir,418004,LF1_P,Native vegetation,2
Main Gwydir River,Gwydir,418004,LF1_S,Native vegetation,2
Main Gwydir River,Gwydir,418004,LF1_P,Other Species,2
Main Gwydir River,Gwydir,418004,LF1_S,Other Species,2
Moomin Creek,Gwydir,418048,LF1_P,Ecosystem Function,2
Moomin Creek,Gwydir,418048,LF1_S,Ecosystem Function,2
Moomin Creek,Gwydir,418048,LF1_P,Native fish,2
Moomin Creek,Gwydir,418048,LF1_S,Native fish,2
Moomin Creek,Gwydir,418048,LF1_P,Native vegetation,2
Moomin Creek,Gwydir,418048,LF1_S,Native vegetation,2
Moomin Creek,Gwydir,418048,LF1_P,Other Species,2
Moomin Creek,Gwydir,418048,LF1_S,Other Species,2
Upper Gingham,Gwydir,418074,LF1_P,Ecosystem Function,2
Upper Gingham,Gwydir,418074,LF1_S,Ecosystem Function,2
Upper Gingham,Gwydir,418074,LF1_P,Native fish,2
Upper Gingham,Gwydir,418074,LF1_S,Native fish,2
Upper Gingham,Gwydir,418074,LF1_P,Native vegetation,2
Upper Gingham,Gwydir,418074,LF1_S,Native vegetation,2
Upper Gingham,Gwydir,418074,LF1_P,Other Species,2
Upper Gingham,Gwydir,418074,LF1_S,Other Species,2
Upper Mehi,Gwydir,418002,LF1_P,Ecosystem Function,2
Upper Mehi,Gwydir,418002,LF1_S,Ecosystem Function,2
Upper Mehi,Gwydir,418002,LF1_P,Native fish,2
Upper Mehi,Gwydir,418002,LF1_S,Native fish,2
Upper Mehi,Gwydir,418002,LF1_P,Native vegetation,2
Upper Mehi,Gwydir,418002,LF1_S,Native vegetation,2
Upper Mehi,Gwydir,418002,LF1_P,Other Species,2
Upper Mehi,Gwydir,418002,LF1_S,Other Species,2
Carole Creek,Gwydir,418052,LF2,Ecosystem Function,2
Carole Creek,Gwydir,418052,LF2,Native fish,2
Carole Creek,Gwydir,418052,LF2,Native vegetation,2
Carole Creek,Gwydir,418052,LF2,Other Species,2
Central Mehi,Gwydir,418037,LF2,Ecosystem Function,2
Central Mehi,Gwydir,418037,LF2,Native fish,2
Central Mehi,Gwydir,418037,LF2,Native vegetation,2
Central Mehi,Gwydir,418037,LF2,Other Species,2
Gil Gil Creek,Gwydir,416027,LF2,Ecosystem Function,2
Gil Gil Creek,Gwydir,416027,LF2,Native fish,2
Gil Gil Creek,Gwydir,416027,LF2,Native vegetation,2
Gil Gil Creek,Gwydir,416027,LF2,Other Species,2
Gwydir downstream of Copeton,Gwydir,418013,LF2,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,LF2,Native fish,2
Gwydir downstream of Copeton,Gwydir,418013,LF2,Native vegetation,2
Gwydir downstream of Copeton,Gwydir,418013,LF2,Other Species,2
Lower Gwydir,Gwydir,418063,LF2,Ecosystem Function,2
Lower Gwydir,Gwydir,418063,LF2,Native fish,2
Lower Gwydir,Gwydir,418063,LF2,Native vegetation,2
Lower Gwydir,Gwydir,418063,LF2,Other Species,2
Lower Mehi,Gwydir,418085,LF2,Ecosystem Function,2
Lower Mehi,Gwydir,418085,LF2,Native fish,2
Lower Mehi,Gwydir,418085,LF2,Native vegetation,2
Lower Mehi,Gwydir,418085,LF2,Other Species,2
Main Gwydir River,Gwydir,418004,LF2,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,LF2,Native fish,2
Main Gwydir River,Gwydir,418004,LF2,Native vegetation,2
Main Gwydir River,Gwydir,418004,LF2,Other Species,2
Moomin Creek,Gwydir,418048,LF2,Ecosystem Function,2
Moomin Creek,Gwydir,418048,LF2,Native fish,2
Moomin Creek,Gwydir,418048,LF2,Native vegetation,2
Moomin Creek,Gwydir,418048,LF2,Other Species,2
Upper Gingham,Gwydir,418074,LF2,Ecosystem Function,2
Upper Gingham,Gwydir,418074,LF2,Native fish,2
Upper Gingham,Gwydir,418074,LF2,Native vegetation,2
Upper Gingham,Gwydir,418074,LF2,Other Species,2
Upper Mehi,Gwydir,418002,LF2,Ecosystem Function,2
Upper Mehi,Gwydir,418002,LF2,Native fish,2
Upper Mehi,Gwydir,418002,LF2,Native vegetation,2
Upper Mehi,Gwydir,418002,LF2,Other Species,2
Gwydir downstream of Copeton,Gwydir,418013,LF3_P,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,LF3_S,Ecosystem Function,2
Gwydir downstream of Copeton,Gwydir,418013,LF3_P,Native vegetation,2
Gwydir downstream of Copeton,Gwydir,418013,LF3_S,Native vegetation,2
Gwydir downstream of Copeton,Gwydir,418013,LF3_P,Other Species,2
Gwydir downstream of Copeton,Gwydir,418013,LF3_S,Other Species,2
Main Gwydir River,Gwydir,418004,LF3_P,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,LF3_S,Ecosystem Function,2
Main Gwydir River,Gwydir,418004,LF3_P,Native vegetation,2
Main Gwydir River,Gwydir,418004,LF3_S,Native vegetation,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,CF,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,VF,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,BF1_a,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,BF2_a,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,BF3,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,DSF,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,SF1_S,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,SF1_P,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,SF2,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,LF1_S,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,LF1_P,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,LF2,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,OB-WS3_S,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,OB-WS3_P,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,BF2_b,Native fish,2
Cudgegong Regulated River,Macquarie-Castlereagh,421019,BF1_b,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,CF,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421127,VF,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,BF1_a,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,BF1_b,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,BF2_a,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,BF2_b,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,BF3,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,DSF,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,SF1,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,SF2,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,LF1,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,LF2,Native fish,2
Burrendong Dam to Baroona,Macquarie-Castlereagh,421001,OB-WS3,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,CF,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,VF,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,BF1_a,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,BF1_b,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,BF2_a,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,BF2_b,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,BF3,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,DSF,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,SF1,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,SF2,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,LF1,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,LF2,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,OB-WS3,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,OB-WM,Native fish,2
Baroona to Warren Weir,Macquarie-Castlereagh,421004,OB-WL,Native fish,2
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,421090,CF,Native fish,2
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,421090,VF,Native fish,2
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,421090,BF1_a,Native fish,2
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,421090,BF1_b,Native fish,2
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,421090,BF2_a,Native fish,2
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,421090,BF2_b,Native fish,2
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,421090,BF3,Native fish,2
