planning_unit_name,LTWPShortName,gauge,ewr_code_timing,Target,priority
Upper Gingham,Gwydir,418074,WL4_P,Native fish,2
Upper Gingham,Gwydir,418074,WL4_S,Native vegetation,2
Upper Gingham,Gwydir,418074,WL4_P,Native vegetation,2
Upper Gingham,Gwydir,418074,WL4_S,Other Species,2
Upper Gingham,Gwydir,418074,WL4_P,Other Species,2
Upper Gingham,Gwydir,418074,WL4_S,Waterbirds,2
Upper Gingham,Gwydir,418074,WL4_P,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,CF_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,CF_a,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,CF_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,CF_b,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,CF_c,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,CF_c,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,VF_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,VF_a,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,VF_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,VF_b,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF1_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF1_a,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF1_a,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF1_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF1_b,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF1_b,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF2_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BF2_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_S,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_S,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_S,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_S,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_P,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_P,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_P,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF1_P,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF2,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF2,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF2,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,SF2,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_S,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_S,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_S,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_S,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_P,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_P,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_P,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF1_P,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF2,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF2,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF2,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,LF2,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BK1,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BK1,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BK1,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,BK1,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB1,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB1,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB1,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB1,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB2,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB2,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB2,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB2,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB3,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB3,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB3,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416001,OB3,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,CF_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,CF_a,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,CF_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,CF_b,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,CF_c,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,CF_c,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,VF_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,VF_a,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,VF_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,VF_b,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF1_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF1_a,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF1_a,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF1_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF1_b,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF1_b,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF2_a,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BF2_b,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_S,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_S,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_S,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_S,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_P,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_P,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_P,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF1_P,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF2,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF2,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF2,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,SF2,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_S,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_S,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_S,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_S,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_P,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_P,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_P,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF1_P,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF2,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF2,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF2,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,LF2,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BK1,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BK1,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BK1,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,BK1,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB1,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB1,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB1,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB1,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB2,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB2,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB2,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB2,Ecosystem Function,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB3,Native fish,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB3,Native vegetation,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB3,Waterbirds,2
Mungindi to Boomi River Confluence,Barwon-Darling,416050,OB3,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,CF_a,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,CF_a,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,CF_b,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,CF_b,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,CF_c,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,CF_c,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,VF_a,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,VF_a,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,VF_b,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,VF_b,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF1_a,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF1_a,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF1_a,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF1_b,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF1_b,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF1_b,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF2_a,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BF2_b,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_S,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_S,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_S,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_S,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_P,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_P,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_P,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF1_P,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF2,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF2,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF2,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,SF2,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_S,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_S,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_S,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_S,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_P,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_P,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_P,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF1_P,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF2,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF2,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF2,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,LF2,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BK1,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BK1,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BK1,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,BK1,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB1,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB1,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB1,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB1,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB2,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB2,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB2,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB2,Ecosystem Function,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB3,Native fish,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB3,Native vegetation,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB3,Waterbirds,2
Boomi River Confluence to Upstream Mogil Mogil Weir Pool,Barwon-Darling,422004,OB3,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,CF_a,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,CF_a,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,CF_b,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,CF_b,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,CF_c,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,CF_c,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,VF_a,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,VF_a,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,VF_b,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,VF_b,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF1_a,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF1_a,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF1_a,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF1_b,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF1_b,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF1_b,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF2_a,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BF2_b,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_S,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_S,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_S,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_S,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_P,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_P,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_P,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF1_P,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF2,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF2,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF2,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,SF2,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_S,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_S,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_S,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_S,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_P,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_P,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_P,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF1_P,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF2,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF2,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF2,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,LF2,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BK1,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BK1,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BK1,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,BK1,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB1,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB1,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB1,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB1,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB2,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB2,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB2,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB2,Ecosystem Function,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB3,Native fish,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB3,Native vegetation,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB3,Waterbirds,2
Downstream Mogil Mogil to Collarenebri,Barwon-Darling,422003,OB3,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,CF_a,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,CF_a,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,CF_b,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,CF_b,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,CF_c,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,CF_c,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,VF_a,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,VF_a,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,VF_b,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,VF_b,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF1_a,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF1_a,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF1_a,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF1_b,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF1_b,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF1_b,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF2_a,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BF2_b,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_S,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_S,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_S,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_S,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_P,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_P,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_P,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF1_P,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF2,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF2,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF2,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,SF2,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_S,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_S,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_S,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_S,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_P,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_P,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_P,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF1_P,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF2,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF2,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF2,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,LF2,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BK1,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BK1,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BK1,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,BK1,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB1,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB1,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB1,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB1,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB2,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB2,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB2,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB2,Ecosystem Function,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB3,Native fish,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB3,Native vegetation,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB3,Waterbirds,2
Collarenebri to Upstream Walgett Weir,Barwon-Darling,422025,OB3,Ecosystem Function,2
Walgett Weir Pool,Barwon-Darling,422001,CF_a,Native fish,2
Walgett Weir Pool,Barwon-Darling,422001,CF_a,Ecosystem Function,2
Walgett Weir Pool,Barwon-Darling,422001,CF_b,Native fish,2
Walgett Weir Pool,Barwon-Darling,422001,CF_b,Ecosystem Function,2
Walgett Weir Pool,Barwon-Darling,422001,CF_c,Native fish,2
Walgett Weir Pool,Barwon-Darling,422001,CF_c,Ecosystem Function,2
Walgett Weir Pool,Barwon-Darling,422001,VF_a,Native fish,2
Walgett Weir Pool,Barwon-Darling,422001,VF_a,Ecosystem Function,2
Walgett Weir Pool,Barwon-Darling,422001,VF_b,Native fish,2
Walgett Weir Pool,Barwon-Darling,422001,VF_b,Ecosystem Function,2
Walgett Weir Pool,Barwon-Darling,422001,BF1_a,Native fish,2
