PlanningUnitID,PlanningUnitName,LTWPShortName,CompliancePoint/Node,Gauge,Code,StartMonth,EndMonth,TargetFrequency,TargetFrequencyMin,TargetFrequencyMax,EventsPerYear,Duration,MinSpell,FlowThresholdMin,FlowThresholdMax,MaxInter-event,WithinEventGapTolerance,WeirpoolGauge,FlowLevelVolume,LevelThresholdMin,LevelThresholdMax,VolumeThreshold,DrawdownRate,AccumulationPeriod,Multigauge,MaxSpell,TriggerDay,TriggerMonth,DrawDownRateWeek,MaxLevelChange,AnnualBarrageFlow,ThreeYearsBarrageFlow,HighReleaseWindowStart,HighReleaseWindowEnd,LowReleaseWindowStart,LowReleaseWindowEnd,PeakLevelWindowStart,PeakLevelWindowEnd,LowLevelWindowStart,LowLevelWindowEnd,NonFlowSpell,EggsDaysSpell,LarvaeDaysSpell,RateOfRiseMax1,RateOfRiseMax2,RateOfFallMin,RateOfRiseThreshold1,RateOfRiseThreshold2,RateOfRiseRiverLevel,RateOfFallRiverLevel,CtfThreshold,GaugeType,State,Catchment_BPRegion,SWSDLName,Latitude,Longitude,Env_obj,FlowRegime
PU_2600003,Maranoa,Condamine and Balonne,Maranoa River at Cashmere,422404A,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600003,Maranoa,Condamine and Balonne,Maranoa River at Cashmere,422404A,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600003,Maranoa,Condamine and Balonne,Maranoa River at Cashmere,422404A,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600003,Maranoa,Condamine and Balonne,Maranoa River at Cashmere,422404A,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600002,Mid Condamine,Condamine and Balonne,Condamine River at Cotswold,422325A,FR1,9,5,,,,1,8.0,8.0,21000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Baseflow
PU_2600002,Mid Condamine,Condamine and Balonne,Condamine River at Cotswold,422325A,FR1,9,5,,,,1,8.0,8.0,21000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600002,Mid Condamine,Condamine and Balonne,Condamine River at Cotswold,422325A,FR1,9,5,,,,1,8.0,8.0,21000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600002,Mid Condamine,Condamine and Balonne,Condamine River at Cotswold,422325A,FR1,9,5,,,,1,8.0,8.0,21000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600002,Mid Condamine,Condamine and Balonne,Condamine River at Cotswold,422325A,FR1,9,5,,,,1,8.0,8.0,21000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Bedarra,422344A,FR1,9,5,,,,1,8.0,8.0,6500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Baseflow
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Bedarra,422344A,FR1,9,5,,,,1,8.0,8.0,6500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Bedarra,422344A,FR1,9,5,,,,1,8.0,8.0,6500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Bedarra,422344A,FR1,9,5,,,,1,8.0,8.0,6500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Bedarra,422344A,FR1,9,5,,,,1,8.0,8.0,6500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,the Condamine River at Brigalow,422336A,FR1,9,5,,,,1,8.0,8.0,8000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Baseflow
PU_2600001,Upper Condamine,Condamine and Balonne,the Condamine River at Brigalow,422336A,FR1,9,5,,,,1,8.0,8.0,8000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,the Condamine River at Brigalow,422336A,FR1,9,5,,,,1,8.0,8.0,8000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,the Condamine River at Brigalow,422336A,FR1,9,5,,,,1,8.0,8.0,8000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,the Condamine River at Brigalow,422336A,FR1,9,5,,,,1,8.0,8.0,8000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Cecil Weir,422316A,FR1,9,5,,,,1,8.0,8.0,5300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Baseflow
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Cecil Weir,422316A,FR1,9,5,,,,1,8.0,8.0,5300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Cecil Weir,422316A,FR1,9,5,,,,1,8.0,8.0,5300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Cecil Weir,422316A,FR1,9,5,,,,1,8.0,8.0,5300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Condamine River at Cecil Weir,422316A,FR1,9,5,,,,1,8.0,8.0,5300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Oakey Creek at Fairview,422350A,FR1,9,5,,,,1,8.0,8.0,2400.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Baseflow
PU_2600001,Upper Condamine,Condamine and Balonne,Oakey Creek at Fairview,422350A,FR1,9,5,,,,1,8.0,8.0,2400.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Oakey Creek at Fairview,422350A,FR1,9,5,,,,1,8.0,8.0,2400.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Oakey Creek at Fairview,422350A,FR1,9,5,,,,1,8.0,8.0,2400.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600001,Upper Condamine,Condamine and Balonne,Oakey Creek at Fairview,422350A,FR1,9,5,,,,1,8.0,8.0,2400.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,,,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Briarie Creek at Wollerbilla-Hebel Road,422211A,FR1,9,5,,,,1,8.0,8.0,690.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.90811667,147.6888667,Q-NF3,Baseflow
PU_2600004,Lower Balonne,Condamine and Balonne,Briarie Creek at Wollerbilla-Hebel Road,422211A,FR1,9,5,,,,1,8.0,8.0,690.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.90811667,147.6888667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Briarie Creek at Wollerbilla-Hebel Road,422211A,FR1,9,5,,,,1,8.0,8.0,690.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.90811667,147.6888667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Briarie Creek at Wollerbilla-Hebel Road,422211A,FR1,9,5,,,,1,8.0,8.0,690.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.90811667,147.6888667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Briarie Creek at Wollerbilla-Hebel Road,422211A,FR1,9,5,,,,1,8.0,8.0,690.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.90811667,147.6888667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Ballandool River at Hebel Bollon Road,422207A,FR1,9,5,,,,1,8.0,8.0,320.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.93765,147.7523667,Q-NF3,Baseflow
PU_2600004,Lower Balonne,Condamine and Balonne,Ballandool River at Hebel Bollon Road,422207A,FR1,9,5,,,,1,8.0,8.0,320.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.93765,147.7523667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Ballandool River at Hebel Bollon Road,422207A,FR1,9,5,,,,1,8.0,8.0,320.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.93765,147.7523667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Ballandool River at Hebel Bollon Road,422207A,FR1,9,5,,,,1,8.0,8.0,320.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.93765,147.7523667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Ballandool River at Hebel Bollon Road,422207A,FR1,9,5,,,,1,8.0,8.0,320.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.93765,147.7523667,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Bokhara River at Hebel,422209A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.9694,147.7973,Q-NF3,Baseflow
PU_2600004,Lower Balonne,Condamine and Balonne,Bokhara River at Hebel,422209A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.9694,147.7973,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Bokhara River at Hebel,422209A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.9694,147.7973,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Bokhara River at Hebel,422209A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.9694,147.7973,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Bokhara River at Hebel,422209A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-28.9694,147.7973,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Narran River at Angledool 2,422030,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-29.11489063,147.8940384,Q-NF3,Baseflow
PU_2600004,Lower Balonne,Condamine and Balonne,Narran River at Angledool 2,422030,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-29.11489063,147.8940384,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Narran River at Angledool 2,422030,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-29.11489063,147.8940384,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Narran River at Angledool 2,422030,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-29.11489063,147.8940384,Q-NF3,Fresh
PU_2600004,Lower Balonne,Condamine and Balonne,Narran River at Angledool 2,422030,FR1,9,5,,,,1,8.0,8.0,2100.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Condamine-Balonne,Condamine-Balonne,-29.11489063,147.8940384,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Dumaresq River at Roseneath,416011,FR1,9,5,,,,1,8.0,8.0,5500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-29.1155,151.4584,Q-NF3,Baseflow
PU_2400001,Border Rivers,Border Rivers and Moonie,Dumaresq River at Roseneath,416011,FR1,9,5,,,,1,8.0,8.0,5500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-29.1155,151.4584,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Dumaresq River at Roseneath,416011,FR1,9,5,,,,1,8.0,8.0,5500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-29.1155,151.4584,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Dumaresq River at Roseneath,416011,FR1,9,5,,,,1,8.0,8.0,5500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-29.1155,151.4584,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Dumaresq River at Roseneath,416011,FR1,9,5,,,,1,8.0,8.0,5500.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-29.1155,151.4584,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre River at Kanowna,416048,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-28.6961,149.388,Q-NF3,Baseflow
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre River at Kanowna,416048,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-28.6961,149.388,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre River at Kanowna,416048,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-28.6961,149.388,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre River at Kanowna,416048,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-28.6961,149.388,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre River at Kanowna,416048,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,-28.6961,149.388,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Barwon River at Mungundi,416001,FR1,9,5,,,,1,8.0,8.0,8200.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Baseflow
PU_2400001,Border Rivers,Border Rivers and Moonie,Barwon River at Mungundi,416001,FR1,9,5,,,,1,8.0,8.0,8200.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Barwon River at Mungundi,416001,FR1,9,5,,,,1,8.0,8.0,8200.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Barwon River at Mungundi,416001,FR1,9,5,,,,1,8.0,8.0,8200.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Barwon River at Mungundi,416001,FR1,9,5,,,,1,8.0,8.0,8200.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Mascot,416207A,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Baseflow
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Mascot,416207A,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Mascot,416207A,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Mascot,416207A,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Mascot,416207A,FR1,9,5,,,,1,8.0,8.0,1700.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Talwood,416202A,FR1,9,5,,,,1,8.0,8.0,2900.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Baseflow
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Talwood,416202A,FR1,9,5,,,,1,8.0,8.0,2900.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Talwood,416202A,FR1,9,5,,,,1,8.0,8.0,2900.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Talwood,416202A,FR1,9,5,,,,1,8.0,8.0,2900.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Weir River at Talwood,416202A,FR1,9,5,,,,1,8.0,8.0,2900.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre Brook at Booba Sands,416415A,FR1,9,5,,,,1,8.0,8.0,8300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Baseflow
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre Brook at Booba Sands,416415A,FR1,9,5,,,,1,8.0,8.0,8300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre Brook at Booba Sands,416415A,FR1,9,5,,,,1,8.0,8.0,8300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre Brook at Booba Sands,416415A,FR1,9,5,,,,1,8.0,8.0,8300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400001,Border Rivers,Border Rivers and Moonie,Macintyre Brook at Booba Sands,416415A,FR1,9,5,,,,1,8.0,8.0,8300.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400002,Stanthorpe,Border Rivers and Moonie,Dumaresq River at Farnbro,416310A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Baseflow
PU_2400002,Stanthorpe,Border Rivers and Moonie,Dumaresq River at Farnbro,416310A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400002,Stanthorpe,Border Rivers and Moonie,Dumaresq River at Farnbro,416310A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400002,Stanthorpe,Border Rivers and Moonie,Dumaresq River at Farnbro,416310A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2400002,Stanthorpe,Border Rivers and Moonie,Dumaresq River at Farnbro,416310A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2500001,Moonie River,Border Rivers and Moonie,the Moonie River at Fenton gauging station,417204A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Baseflow
PU_2500001,Moonie River,Border Rivers and Moonie,the Moonie River at Fenton gauging station,417204A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2500001,Moonie River,Border Rivers and Moonie,the Moonie River at Fenton gauging station,417204A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
PU_2500001,Moonie River,Border Rivers and Moonie,the Moonie River at Fenton gauging station,417204A,FR1,9,5,,,,1,8.0,8.0,1000.0,,4.0,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,QLD,Border Rivers,Queensland Border Rivers,,,Q-NF3,Fresh
