planning_unit_name,gauge,ewr_code,ewr_code_timing,state,LTWPShortName,env_obj,Target,SWSDLName
Mole River Water Source,416032,SF1,SF1_S,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Mole River Water Source,416032,SF1,SF1_S,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,SF2,SF2,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Mole River Water Source,416032,SF2,SF2,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_P,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF1,LF1_S,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,LF2,LF2,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Mole River Water Source,416032,LF2,LF2,NSW,NSW Border Rivers,NF4,Native fish,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,WB2,Waterbird,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,BK1,BK1,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,BK2,BK2,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Mole River Water Source,416032,BK2,BK2,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Mole River Water Source,416032,OB1,OB1,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Mole River Water Source,416032,OB1,OB1,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Mole River Water Source,416032,OB1,OB1,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Mole River Water Source,416032,OB1,OB1,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Mole River Water Source,416032,OB1,OB1,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,OB1,OB1,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Mole River Water Source,416032,OB1,OB1,NSW,NSW Border Rivers,EF7,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_a,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_b,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_c,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_c,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,CF,CF_c,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_a,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_a,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_b,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,VF,VF_b,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,NF4,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,NF7,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_a,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,NF4,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,NF7,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BF1,BF1_b,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,BF2,BF2_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_P,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_P,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_P,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_P,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_P,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_S,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_S,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_S,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_S,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,SF1,SF1_S,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,SF2,SF2,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,SF2,SF2,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_P,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF1,LF1_S,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF2,LF2,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF2,LF2,NSW,NSW Border Rivers,NF4,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF3,LF3,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF3,LF3,NSW,NSW Border Rivers,NF7,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,LF3,LF3,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,LF3,LF3,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,LF3,LF3,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,LF3,LF3,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,WB2,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BK1,BK1,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,BK2,BK2,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,BK2,BK2,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,OB1,OB1,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,OB1,OB1,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Reedy Creek Water Source,416011,OB1,OB1,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,OB1,OB1,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,OB1,OB1,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,OB1,OB1,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,OB1,OB1,NSW,NSW Border Rivers,EF7,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,OB2,OB2,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Reedy Creek Water Source,416011,OB2,OB2,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Reedy Creek Water Source,416011,OB2,OB2,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,OB2,OB2,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,OB2,OB2,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Reedy Creek Water Source,416011,OB2,OB2,NSW,NSW Border Rivers,EF7,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_a,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_b,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_c,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_c,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,CF,CF_c,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_a,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_a,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_b,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,VF,VF_b,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,NF4,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,NF7,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_a,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,NF4,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,NF7,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,BF1,BF1_b,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_a,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Beardy River Water Source,416008,BF2,BF2_b,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_P,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_P,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_P,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_P,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_P,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_S,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_S,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_S,NSW,NSW Border Rivers,NF8,Native fish,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_S,NSW,NSW Border Rivers,NV1,Native vegetation,NSW Border Rivers
Beardy River Water Source,416008,SF1,SF1_S,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,SF2,SF2,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Beardy River Water Source,416008,SF2,SF2,NSW,NSW Border Rivers,NF5,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_P,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,NF1,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,NV3,Native vegetation,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,EF1,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,EF2,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,EF4,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF1,LF1_S,NSW,NSW Border Rivers,EF6,Priority ecosystem function,NSW Border Rivers
Beardy River Water Source,416008,LF2,LF2,NSW,NSW Border Rivers,NF2,Native fish,NSW Border Rivers
Beardy River Water Source,416008,LF2,LF2,NSW,NSW Border Rivers,NF4,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BK1,BK1,NSW,NSW Border Rivers,NF6,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BK1,BK1,NSW,NSW Border Rivers,NF9,Native fish,NSW Border Rivers
Beardy River Water Source,416008,BK1,BK1,NSW,NSW Border Rivers,WB1,Waterbird,NSW Border Rivers
Beardy River Water Source,416008,BK1,BK1,NSW,NSW Border Rivers,WB2,Waterbird,NSW Border Rivers
