planning_unit_name,gauge,ewr_code,ewr_code_timing,state,LTWPShortName,env_obj,Target,SWSDLName
Upper Wakool River and Yallakool Creek,409072,OB4,OB4,NSW,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BF1,BF1_a,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BF1,BF1_b,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BF2,BF2_a,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BF2,BF2_b,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,SF1,SF1_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,SF1,SF1_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,SF2,SF2,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,LF1,LF1_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,LF1,LF1_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,LF2,LF2,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BK1,BK1_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BK1,BK1_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BK2,BK2_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,BK2,BK2_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB1,OB1_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB1,OB1_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB2,OB2_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB2,OB2_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB3,OB3_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB3,OB3_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB4,OB4_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB4,OB4_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murray River - Barmah to Barham,409207,OB5,OB5,VIC,Murray Lower Darling,EF7,Priority ecosystem function,New South Wales Murray
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,OB-S2,OB-S2_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Tumut River Junction to Berembed Weir,410001,OB-S2,OB-S2_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,OB-S2,OB-S2_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Berembed Weir to Gogeldrie Weir,410005,OB-S2,OB-S2_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Tumut River below Blowering Dam,410006,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,OB-S2,OB-S2_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,OB-S2,OB-S2_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,OB-L1,OB-L1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Yanco Creek,410007,OB-L1,OB-L1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,410008,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,410008,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,410008,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,410008,OB-S2,OB-S2_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Burrinjuck to Tumut Junction,410008,OB-S2,OB-S2_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,OB-S2,OB-S2_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,OB-S2,OB-S2_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,OB-L1,OB-L1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Colombo and Billabong Creeks to Lower Billabong Creek,410014,OB-L1,OB-L1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,OB-L1,OB-L1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Yanco Creek to Lower Billabong Creek,410015,OB-L1,OB-L1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,W-LF5,W-LF5,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,OB-L1,OB-L1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Gogeldrie Weir to Maude Weir,410021,OB-L1,OB-L1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,410033,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,410033,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,410033,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Upper Murrumbidgee River_Tantangara to Burrinjuck,410033,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,W-LF5,W-LF5,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,OB-S1,OB-S1,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Murrumbidgee Floodplain,410040,OB-L1,OB-L1,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Beavers and Old Mans Creek,410093,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,OB-L1,OB-L1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murrumbidgee River_Balranald to Murray,410130,OB-L1,OB-L1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,LF1,LF1_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,LF1,LF1_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,LF2,LF2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,W-LF5,W-LF5,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,W-LF6,W-LF6_S,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,W-LF6,W-LF6_P,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,W-LF7,W-LF7,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,W-LF8,W-LF8,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,OB-S1,OB-S1,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,OB-S2,OB-S2,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Lower Billabong intersecting streams,410134,OB-L1,OB-L1,NSW,Murrumbidgee,EF7,Priority ecosystem function,Murrumbidgee
Murray River - Lock 15 weir pool to Lock 10,414203,LF1,LF1,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,LF2,LF2,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,BK1,BK1_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,BK1,BK1_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,OB1,OB1_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,OB1,OB1_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,OB2,OB2,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,OB3,OB3,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,OB4,OB4,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,OB5,OB5,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,BF1,BF1_a,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,BF1,BF1_b,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,SF1,SF1,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,SF2,SF2_S,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,SF2,SF2_P,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,WP2,WP2,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 15 weir pool to Lock 10,414203,WP4,WP4,VIC,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,BF1,BF1_a,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,BF1,BF1_b,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,BF2,BF2_a,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,BF2,BF2_b,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,BF2,BF2_c,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,SF1,SF1,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,SF2,SF2,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,LF1,LF1_P,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,LF1,LF1_S,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,LF2,LF2_S,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,LF2,LF2_P,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,LF3,LF3_S,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,LF3,LF3_P,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,BK1,BK1_S,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,BK1,BK1_a_P,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,OB1,OB1_S,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,OB1,OB1_P,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,OB2,OB2,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,OB3,OB3,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,OB4,OB4,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425007,OB5,OB5,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,BF1,BF1_a,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,BF1,BF1_b,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,SF1,SF1,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,SF2,SF2,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,LF1,LF1,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,LF2,LF2,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,BK1,BK1_S,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,BK1,BK1_P,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,OB1,OB1_S,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,OB1,OB1_P,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,OB2,OB2,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,OB3,OB3,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,OB4,OB4,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,WP2,WP2,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Murray River - Lock 10 to Lock 9,425010,WP4,WP4,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425012,BF1,BF1_a,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425012,BF1,BF1_b,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425012,BF2,BF2_a,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
Lower Darling River - Weir 32 to downstream Burtundy,425012,BF2,BF2_b,NSW,Murray Lower Darling,EF7,Priority ecosystem function,Lower Darling
