Year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,State,SWSDLName,Multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2024,,,,,,,,,,,,,,F2_c_P_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,3.0,182.0,53.333333333333336,182.0,160.0,182.0,182.0,1.0,40.0,365.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,187,0
2017,0.0,0.0,0.0,4.0,89.0,43.75,178.0,175.0,169.0,169.0,0.0,11.0,365.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2018,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,12.0,365.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2019,1.0,1.0,1.0,2.0,183.0,89.0,183.0,178.0,183.0,183.0,1.0,0.0,366.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2020,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2021,1.0,1.0,1.0,1.0,182.0,183.0,182.0,183.0,182.0,182.0,1.0,4.0,365.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2023,1.0,1.0,1.0,1.0,183.0,182.0,183.0,182.0,183.0,183.0,1.0,0.0,366.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,53.333333333333336,182.0,160.0,182.0,78.0,78.0,0.0,0.0,365.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,153,0
2015,0.0,0.0,0.0,1.0,43.75,183.0,175.0,183.0,149.0,149.0,0.0,0.0,366.0,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2024,,,,,,,,,,,,,,BF1_a_PS,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,365.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,1096,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,365.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,1461,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,365.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,1826,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2192,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2557,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,365.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2922,0
2022,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,365.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2983,0
2023,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,366.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,350,1
2014,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,365.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,366.0,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F3_a_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,0.0,0.0,1.0,1.0,92.0,78.0,92.0,78.0,92.0,92.0,1.0,40.0,365.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,300,0
2017,0.0,0.0,1.0,3.0,92.0,21.0,92.0,63.0,92.0,92.0,1.0,11.0,365.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,273,0
2018,1.0,2.0,4.0,1.0,12.8,92.0,64.0,92.0,40.0,40.0,1.0,12.0,365.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,273,0
2019,1.0,2.0,4.0,1.0,11.166666666666666,92.0,67.0,92.0,32.0,32.0,1.0,0.0,366.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,301,0
2020,0.0,0.0,1.0,5.0,92.0,15.5,92.0,62.0,92.0,92.0,1.0,0.0,365.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,273,0
2021,0.0,0.0,1.0,6.0,92.0,16.25,92.0,65.0,92.0,92.0,1.0,4.0,365.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,273,0
2022,0.0,0.0,1.0,1.0,92.0,92.0,92.0,92.0,92.0,92.0,1.0,0.0,365.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,273,0
2023,0.0,0.0,1.0,1.0,92.0,92.0,92.0,92.0,92.0,92.0,1.0,0.0,366.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,274,0
2014,0.0,0.0,1.0,1.0,78.0,92.0,78.0,92.0,78.0,78.0,1.0,0.0,365.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,257,0
2015,1.0,1.0,3.0,1.0,21.0,92.0,63.0,92.0,49.0,49.0,1.0,0.0,366.0,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,274,0
2024,,,,,,,,,,,,,,F2_c_SP_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,21.0,0.0,42.0,0.0,27.0,27.0,1.0,40.0,365.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,804,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,365.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,614,0
2018,0.0,0.0,0.0,2.0,0.0,21.0,0.0,42.0,0.0,0.0,0.0,12.0,365.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,979,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,1345,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,1710,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,365.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2075,0
2022,1.0,1.0,1.0,0.0,16.0,0.0,48.0,0.0,43.0,43.0,1.0,0.0,365.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2155,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,608,0
2014,0.0,0.0,0.0,3.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,365.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,F5_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,2.0,56.0,67.5,112.0,135.0,92.0,92.0,0.0,40.0,365.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,252,0
2017,1.0,1.0,1.0,3.0,183.0,57.333333333333336,183.0,172.0,183.0,183.0,1.0,11.0,365.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2018,1.0,1.0,1.0,2.0,183.0,56.0,183.0,112.0,183.0,183.0,1.0,12.0,365.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2019,0.0,0.0,0.0,1.0,89.5,183.0,179.0,183.0,145.0,145.0,0.0,0.0,366.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2020,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,365.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2021,1.0,1.0,1.0,2.0,183.0,89.5,183.0,179.0,183.0,183.0,1.0,4.0,365.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2022,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,365.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2023,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,366.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,67.5,183.0,135.0,183.0,127.0,127.0,0.0,0.0,335.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2015,0.0,0.0,0.0,1.0,57.333333333333336,30.0,172.0,30.0,112.0,112.0,0.0,0.0,366.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2024,0.0,0.0,0.0,1.0,30.0,183.0,30.0,183.0,30.0,0.0,0.0,0.0,30.0,BF2_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,3.0,182.0,53.333333333333336,182.0,160.0,182.0,182.0,1.0,40.0,365.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,186,0
2017,0.0,0.0,0.0,2.0,89.0,89.5,178.0,179.0,169.0,169.0,0.0,11.0,365.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2018,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,12.0,365.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2019,1.0,1.0,1.0,2.0,183.0,89.0,183.0,178.0,183.0,183.0,1.0,0.0,366.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2020,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2021,1.0,1.0,1.0,1.0,182.0,183.0,182.0,183.0,182.0,182.0,1.0,4.0,365.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2023,1.0,1.0,1.0,1.0,183.0,182.0,183.0,182.0,183.0,183.0,1.0,0.0,366.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,53.333333333333336,182.0,160.0,182.0,78.0,78.0,0.0,0.0,365.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,153,0
2015,0.0,0.0,0.0,1.0,89.5,183.0,179.0,183.0,149.0,149.0,0.0,0.0,366.0,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2024,,,,,,,,,,,,,,BF1_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,1.0,1.0,2.0,1.0,29.666666666666668,78.0,89.0,78.0,53.0,53.0,1.0,40.0,365.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,300,0
2017,1.0,1.0,3.0,4.0,20.5,18.0,82.0,54.0,48.0,48.0,1.0,11.0,365.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,274,0
2018,1.0,2.0,5.0,3.0,5.142857142857143,44.0,36.0,88.0,11.0,11.0,1.0,12.0,365.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,278,0
2019,1.0,2.0,4.0,4.0,4.666666666666667,26.666666666666668,28.0,80.0,11.0,11.0,1.0,0.0,366.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,317,0
2020,1.0,1.0,2.0,7.0,44.5,6.4,89.0,32.0,57.0,57.0,1.0,0.0,365.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,273,0
2021,1.0,2.0,4.0,6.0,17.0,6.5,68.0,26.0,50.0,50.0,1.0,4.0,365.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,274,0
2022,1.0,1.0,3.0,2.0,26.333333333333332,44.5,79.0,89.0,50.0,50.0,1.0,0.0,365.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,273,0
2023,1.0,1.0,2.0,4.0,45.5,17.0,91.0,68.0,81.0,81.0,1.0,0.0,366.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,274,0
2014,0.0,0.0,1.0,3.0,78.0,26.333333333333332,78.0,79.0,78.0,78.0,1.0,0.0,365.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,257,0
2015,1.0,1.0,3.0,2.0,14.0,45.5,56.0,91.0,41.0,41.0,1.0,0.0,366.0,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,274,0
2024,,,,,,,,,,,,,,F2_a_PS_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,2.0,90.0,41.0,90.0,82.0,90.0,90.0,1.0,40.0,365.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2017,1.0,2.0,2.0,1.0,42.0,91.0,84.0,91.0,76.0,76.0,1.0,11.0,365.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2018,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,90.0,90.0,1.0,12.0,365.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2019,1.0,1.0,1.0,2.0,91.0,42.0,91.0,84.0,91.0,91.0,1.0,0.0,366.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2020,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,90.0,90.0,1.0,0.0,365.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2021,1.0,1.0,1.0,1.0,90.0,91.0,90.0,91.0,90.0,90.0,1.0,4.0,365.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2022,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,90.0,90.0,1.0,0.0,365.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2023,1.0,1.0,1.0,1.0,91.0,90.0,91.0,90.0,91.0,91.0,1.0,0.0,366.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
2014,1.0,2.0,2.0,1.0,41.0,90.0,82.0,90.0,45.0,45.0,1.0,0.0,365.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,153,0
2015,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,366.0,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,281,0
2024,,,,,,,,,,,,,,F1_c_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,365.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,365.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,365.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,365.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2022,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,365.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2023,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,366.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2024,,,,,,,,,,,,,,F3_a_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,21.0,0.0,42.0,0.0,27.0,27.0,1.0,40.0,365.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,804,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,365.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,614,0
2018,0.0,0.0,0.0,2.0,0.0,21.0,0.0,42.0,0.0,0.0,0.0,12.0,365.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,979,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,1345,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,1710,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,365.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2075,0
2022,1.0,1.0,1.0,0.0,16.0,0.0,48.0,0.0,43.0,43.0,1.0,0.0,365.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,2155,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,608,0
2014,0.0,0.0,0.0,3.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,365.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,F5_pd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,2.0,52.0,67.5,104.0,135.0,85.0,85.0,0.0,40.0,365.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,252,0
2017,0.0,0.0,0.0,4.0,57.0,42.0,171.0,168.0,156.0,156.0,0.0,11.0,365.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,185,0
2018,0.0,0.0,0.0,2.0,60.333333333333336,52.0,181.0,104.0,151.0,151.0,0.0,12.0,365.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2019,0.0,0.0,0.0,3.0,85.5,57.0,171.0,171.0,145.0,145.0,0.0,0.0,366.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,190,0
2020,1.0,1.0,1.0,3.0,183.0,60.333333333333336,183.0,181.0,183.0,183.0,1.0,0.0,365.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2021,1.0,1.0,1.0,2.0,183.0,85.5,183.0,171.0,183.0,183.0,1.0,4.0,365.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2022,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,365.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2023,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,366.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,67.5,183.0,135.0,183.0,127.0,127.0,0.0,0.0,335.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,182,0
2015,0.0,0.0,0.0,1.0,42.0,30.0,168.0,30.0,106.0,106.0,0.0,0.0,366.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,183,0
2024,0.0,0.0,0.0,1.0,30.0,183.0,30.0,183.0,30.0,0.0,0.0,0.0,30.0,BF2_a_S,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,0,1
2016,1.0,1.0,2.0,1.0,29.666666666666668,78.0,89.0,78.0,53.0,53.0,1.0,40.0,365.0,F2_a_PS_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,300,0
2017,1.0,2.0,4.0,4.0,20.5,14.0,82.0,56.0,48.0,48.0,1.0,11.0,365.0,F2_a_PS_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,274,0
2018,1.0,3.0,7.0,3.0,5.142857142857143,44.0,36.0,88.0,11.0,11.0,1.0,12.0,365.0,F2_a_PS_sd,NCCMA_flow,407203,Loddon River: Upper Loddon River System at Reach 3a,VIC,Loddon,,275,0
