Year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,State,SWSDLName,Multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2024,,,,,,,,,,,,,,F2_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,21.5,0.0,43.0,0.0,27.0,27.0,1.0,17.0,365.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,805,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,612,1
2018,0.0,0.0,0.0,2.0,0.0,21.5,0.0,43.0,0.0,0.0,0.0,2.0,365.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,977,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1343,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1708,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2073,0
2022,1.0,3.0,3.0,0.0,17.333333333333332,0.0,52.0,0.0,43.0,43.0,1.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2135,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,608,1
2014,0.0,0.0,0.0,3.0,0.0,17.333333333333332,0.0,52.0,0.0,0.0,0.0,0.0,365.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F4_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,9.0,0.0,18.0,0.0,10.0,10.0,1.0,17.0,365.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,807,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,627,0
2018,0.0,0.0,0.0,2.0,0.0,9.0,0.0,18.0,0.0,0.0,0.0,2.0,365.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,992,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1358,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1723,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2088,0
2022,1.0,5.0,5.0,0.0,8.2,0.0,41.0,0.0,30.0,30.0,1.0,0.0,365.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2169,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,593,0
2014,0.0,0.0,0.0,5.0,0.0,8.2,0.0,41.0,0.0,0.0,0.0,0.0,365.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,LF1_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,365.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1096,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1461,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,365.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1826,0
2019,1.0,1.0,1.0,0.0,6.0,0.0,6.0,0.0,6.0,6.0,1.0,0.0,366.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1868,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,683,1
2021,0.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,365.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1048,1
2022,1.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,365.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1093,1
2023,1.0,1.0,1.0,0.0,23.0,0.0,23.0,0.0,23.0,23.0,1.0,0.0,366.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,343,1
2014,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,365.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,366.0,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F3_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,2.0,182.0,82.5,182.0,165.0,182.0,182.0,1.0,17.0,365.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,286,0
2017,1.0,1.0,1.0,2.0,182.0,90.5,182.0,181.0,182.0,182.0,1.0,13.0,365.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,275,0
2018,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,2.0,365.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,285,0
2019,1.0,1.0,1.0,1.0,183.0,182.0,183.0,182.0,183.0,183.0,1.0,0.0,366.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,275,0
2020,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,282,0
2021,1.0,1.0,1.0,1.0,182.0,183.0,182.0,183.0,182.0,182.0,1.0,0.0,365.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,275,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,276,0
2023,1.0,1.0,1.0,1.0,183.0,182.0,183.0,182.0,183.0,183.0,1.0,0.0,366.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,275,0
2014,0.0,0.0,0.0,1.0,82.5,182.0,165.0,182.0,85.0,85.0,0.0,0.0,365.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,153,0
2015,0.0,0.0,0.0,1.0,90.5,183.0,181.0,183.0,95.0,95.0,0.0,0.0,366.0,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,285,0
2024,,,,,,,,,,,,,,F1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,2.0,182.0,82.5,182.0,165.0,182.0,182.0,1.0,17.0,365.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2017,0.0,0.0,0.0,2.0,90.5,90.5,181.0,181.0,94.0,94.0,0.0,13.0,365.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2018,0.0,0.0,0.0,1.0,60.0,182.0,180.0,182.0,137.0,137.0,0.0,2.0,365.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2019,0.0,0.0,0.0,2.0,90.5,90.5,181.0,181.0,92.0,92.0,0.0,0.0,366.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2020,1.0,1.0,1.0,3.0,182.0,60.0,182.0,180.0,182.0,182.0,1.0,0.0,365.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2021,0.0,0.0,0.0,2.0,90.5,90.5,181.0,181.0,126.0,126.0,0.0,0.0,365.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2023,1.0,1.0,1.0,2.0,183.0,90.5,183.0,181.0,183.0,183.0,1.0,0.0,366.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,82.5,182.0,165.0,182.0,85.0,85.0,0.0,0.0,365.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,153,0
2015,0.0,0.0,0.0,1.0,90.5,183.0,181.0,183.0,95.0,95.0,0.0,0.0,366.0,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2024,,,,,,,,,,,,,,BF1_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,21.5,0.0,43.0,0.0,27.0,27.0,1.0,17.0,365.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,805,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,612,0
2018,0.0,0.0,0.0,2.0,0.0,21.5,0.0,43.0,0.0,0.0,0.0,2.0,365.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,977,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1343,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1708,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2073,0
2022,1.0,3.0,3.0,0.0,17.333333333333332,0.0,52.0,0.0,43.0,43.0,1.0,0.0,365.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2135,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,608,0
2014,0.0,0.0,0.0,3.0,0.0,17.333333333333332,0.0,52.0,0.0,0.0,0.0,0.0,365.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,F5_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,4.0,29.0,32.0,116.0,128.0,94.0,94.0,0.0,17.0,365.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,238,0
2017,0.0,0.0,0.0,3.0,42.25,52.666666666666664,169.0,158.0,157.0,157.0,0.0,8.0,365.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2018,0.0,0.0,0.0,4.0,32.2,29.0,161.0,116.0,154.0,154.0,0.0,7.0,365.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2019,0.0,0.0,0.0,4.0,171.0,42.25,171.0,169.0,171.0,171.0,0.0,0.0,366.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,194,0
2020,0.0,0.0,0.0,5.0,90.0,32.2,180.0,161.0,174.0,174.0,0.0,0.0,365.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2021,1.0,1.0,1.0,1.0,183.0,171.0,183.0,171.0,183.0,183.0,1.0,0.0,365.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2022,1.0,1.0,1.0,2.0,183.0,90.0,183.0,180.0,183.0,183.0,1.0,0.0,365.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2023,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,366.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,32.0,183.0,128.0,183.0,76.0,76.0,0.0,0.0,335.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2015,0.0,0.0,0.0,1.0,52.666666666666664,30.0,158.0,30.0,153.0,153.0,0.0,0.0,366.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2024,0.0,0.0,0.0,1.0,30.0,183.0,30.0,183.0,30.0,0.0,0.0,0.0,30.0,BF2_a_S,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,365.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1096,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1461,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,365.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1826,0
2019,1.0,1.0,1.0,0.0,6.0,0.0,6.0,0.0,6.0,6.0,1.0,0.0,366.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1868,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,683,1
2021,0.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,365.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1048,1
2022,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,365.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1413,0
2023,1.0,1.0,1.0,0.0,23.0,0.0,23.0,0.0,23.0,23.0,1.0,0.0,366.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,343,1
2014,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,366.0,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F3_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,11.5,0.0,23.0,0.0,12.0,12.0,1.0,17.0,365.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,807,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,625,0
2018,0.0,0.0,0.0,2.0,0.0,11.5,0.0,23.0,0.0,0.0,0.0,2.0,365.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,990,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1356,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1721,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2086,0
2022,1.0,1.0,1.0,0.0,17.0,0.0,51.0,0.0,41.0,41.0,1.0,0.0,365.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2175,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,601,0
2014,0.0,0.0,0.0,3.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,365.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,LF1_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,11.5,0.0,23.0,0.0,12.0,12.0,1.0,17.0,365.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,807,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,625,0
2018,0.0,0.0,0.0,2.0,0.0,11.5,0.0,23.0,0.0,0.0,0.0,2.0,365.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,990,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1356,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1721,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2086,0
2022,1.0,3.0,3.0,0.0,17.0,0.0,51.0,0.0,41.0,41.0,1.0,0.0,365.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2167,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,593,0
2014,0.0,0.0,0.0,3.0,0.0,17.0,0.0,51.0,0.0,0.0,0.0,0.0,365.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,LF1_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,17.0,365.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,827,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,631,0
2018,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,365.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,996,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1362,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1727,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2092,0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2457,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2823,0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,BK1_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,1.0,3.0,92.0,73.0,92.0,73.0,92.0,92.0,1.0,17.0,365.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2017,1.0,1.0,3.0,4.0,28.666666666666668,21.666666666666668,86.0,65.0,46.0,46.0,1.0,13.0,365.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2018,1.0,4.0,9.0,1.0,4.5,92.0,45.0,92.0,7.0,7.0,1.0,2.0,365.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,282,0
2019,1.0,3.0,6.0,3.0,12.0,28.666666666666668,72.0,86.0,36.0,36.0,1.0,0.0,366.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,289,0
