scenario,gauge,pu,State,SWSDLName,ewr,startDate,endDate,interEventLength
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1920-09-20,1921-05-31,254
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1921-06-02,1921-06-08,7
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1921-06-17,1921-06-26,10
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1921-07-10,1921-07-21,12
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1921-08-04,1921-09-14,42
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1921-09-21,1921-10-02,12
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1921-10-06,1921-12-28,84
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1922-01-03,1924-10-31,1033
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1924-11-02,1924-11-07,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1924-11-11,1924-11-12,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1924-11-17,1924-11-21,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1924-11-29,1925-01-10,43
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1925-01-12,1925-01-12,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1925-01-14,1925-01-30,17
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1925-02-02,1925-03-12,39
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1925-03-15,1925-08-10,149
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1925-08-13,1926-12-27,502
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1926-12-30,1927-01-27,29
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1927-02-06,1927-03-14,37
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1927-03-16,1928-02-15,337
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1928-02-29,1928-03-28,29
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1928-03-31,1928-06-26,88
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1928-06-29,1928-07-15,17
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1928-07-22,1928-07-25,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1928-07-28,1929-02-14,202
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1929-02-17,1929-02-18,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1929-02-20,1929-04-03,43
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1929-04-08,1929-10-13,189
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1929-10-18,1930-07-04,260
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1930-07-06,1930-08-24,50
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1930-08-29,1931-07-06,312
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1931-07-09,1931-12-11,156
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1931-12-15,1933-01-30,413
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1933-02-02,1933-07-26,175
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1933-07-28,1933-08-19,23
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1933-08-21,1933-10-02,43
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1933-10-05,1933-11-06,33
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1933-11-08,1933-11-09,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1933-11-12,1934-01-04,54
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1934-01-07,1934-02-01,26
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1934-02-05,1934-08-11,188
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1934-08-13,1934-12-27,137
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1934-12-30,1937-01-10,743
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1937-01-17,1937-03-17,60
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1937-03-19,1941-01-15,1399
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1941-01-17,1941-01-25,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1941-01-28,1941-03-21,53
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1941-03-24,1941-06-09,78
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1941-06-12,1942-02-10,244
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1942-02-12,1942-07-11,150
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1942-07-14,1942-10-12,91
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1942-10-14,1942-11-07,25
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1942-11-10,1942-12-30,51
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1943-01-04,1943-01-14,11
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1943-01-18,1943-11-19,306
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1943-11-24,1943-12-30,37
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1944-01-01,1944-01-26,26
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1944-01-30,1944-02-09,11
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1944-02-12,1945-02-26,381
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1945-03-03,1945-06-10,100
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1945-06-19,1945-07-13,25
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1945-07-15,1945-07-15,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1945-07-21,1946-01-24,188
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1946-01-29,1946-03-26,57
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1946-03-28,1947-03-30,368
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1947-04-06,1947-04-22,17
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1947-04-24,1947-12-02,223
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1947-12-07,1948-06-14,191
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1948-06-22,1948-06-22,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1948-06-26,1949-02-21,241
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1949-02-23,1949-10-14,234
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1949-10-20,1949-10-24,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1949-10-30,1949-11-23,25
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1949-11-25,1950-02-18,86
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1950-02-20,1950-06-18,119
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1950-07-09,1950-07-21,13
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1950-08-10,1950-09-19,41
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1950-09-25,1950-10-03,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1950-10-24,1950-10-26,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1950-10-29,1950-11-26,29
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1950-11-28,1951-01-24,58
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1951-02-09,1952-05-17,464
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1952-05-19,1952-05-24,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1952-05-26,1952-06-15,21
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1952-06-21,1952-08-20,61
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1952-08-22,1952-10-05,45
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1952-10-09,1952-10-11,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1952-10-18,1952-10-25,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1952-11-06,1953-02-22,109
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1953-02-26,1954-02-20,360
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1954-02-26,1954-10-16,233
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1954-10-25,1954-10-28,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1954-10-31,1954-11-04,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1954-11-15,1955-05-26,193
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1955-05-29,1956-01-20,237
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1956-02-03,1956-02-05,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1956-03-06,1956-05-02,58
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1956-05-05,1956-06-23,50
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1956-07-05,1956-07-08,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1956-07-23,1958-03-12,598
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1958-03-15,1959-01-22,314
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1959-01-27,1959-01-28,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1959-02-01,1959-02-18,18
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1959-02-20,1959-03-20,29
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1959-03-22,1959-12-08,262
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1959-12-11,1959-12-17,7
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1959-12-31,1962-01-01,733
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1962-01-04,1962-01-04,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1962-01-20,1962-03-12,52
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1962-03-14,1962-04-07,25
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1962-04-13,1962-07-11,90
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1962-07-15,1963-05-08,298
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1963-05-12,1963-05-20,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1963-05-23,1963-06-06,15
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1963-06-10,1964-03-08,273
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1964-03-13,1964-10-11,213
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1964-10-13,1965-12-06,420
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1965-12-20,1966-09-01,256
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1966-09-03,1966-10-15,43
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1966-10-17,1966-11-08,23
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1966-11-12,1967-03-18,127
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1967-03-22,1967-06-13,84
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1967-06-17,1968-01-14,212
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1968-01-16,1968-07-18,185
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1968-07-22,1968-08-14,24
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1968-08-18,1970-09-28,772
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1970-10-01,1970-12-09,70
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1970-12-14,1971-01-25,43
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1971-01-29,1971-01-30,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1971-02-14,1971-02-18,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1971-02-23,1972-01-14,326
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1972-01-18,1972-10-24,281
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1972-10-27,1972-10-27,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1972-11-02,1972-11-07,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1972-11-10,1972-11-11,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1972-11-15,1973-01-10,57
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1973-01-12,1973-11-05,298
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1973-11-07,1974-11-02,361
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1974-11-05,1974-11-19,15
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1974-11-23,1975-02-25,95
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1975-02-28,1975-03-16,17
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1975-03-24,1975-03-29,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1975-04-05,1975-09-01,150
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1975-09-05,1975-10-22,48
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1975-10-28,1975-12-22,56
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1975-12-28,1976-01-03,7
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-01-05,1976-01-13,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-01-18,1976-01-21,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-01-25,1976-02-10,17
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-02-27,1976-02-27,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-03-01,1976-03-02,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-03-04,1976-03-07,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-03-10,1976-11-14,250
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1976-11-20,1977-02-22,95
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1977-02-25,1977-04-07,42
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1977-04-10,1977-05-15,36
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1977-05-19,1977-05-29,11
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1977-05-31,1978-07-03,399
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1978-07-07,1978-07-10,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1978-07-14,1978-09-06,55
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1978-09-12,1978-10-17,36
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1978-10-21,1978-12-27,68
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1978-12-29,1978-12-29,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1979-01-02,1979-11-12,315
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1979-11-15,1981-06-02,566
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1981-06-04,1981-07-02,29
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1981-07-05,1981-07-29,25
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1981-08-01,1982-03-05,217
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1982-03-07,1982-03-10,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1982-03-15,1983-01-03,295
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-01-05,1983-05-02,118
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-05-07,1983-05-28,22
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-06-01,1983-06-20,20
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-06-25,1983-07-25,31
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-07-28,1983-07-29,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-07-31,1983-09-05,37
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-09-15,1983-10-13,29
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-10-23,1983-10-25,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-10-28,1983-12-05,39
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1983-12-07,1984-01-17,42
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1984-01-19,1984-01-29,11
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1984-02-02,1984-02-18,17
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1984-02-23,1984-02-23,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1984-02-29,1984-04-22,54
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1984-04-25,1984-07-25,92
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1984-08-03,1984-12-11,131
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1984-12-14,1987-01-28,776
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1987-01-30,1988-01-17,353
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1988-01-22,1988-02-14,24
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1988-02-18,1988-04-01,44
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1988-04-19,1988-07-06,79
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1988-07-09,1988-09-12,66
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,SF-FD1,1988-09-16,1989-03-27,193
