scenario,gauge,pu,ewr,waterYear,startDate,endDate,eventDuration,eventLength,State,SWSDLName,Multigauge
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1889,1889-07-01,1890-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1890,1890-07-01,1891-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1891,1891-07-01,1892-06-30,366,366,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1892,1892-07-01,1893-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1893,1893-07-01,1894-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1894,1894-07-01,1895-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1895,1895-07-01,1895-07-12,12,12,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1895,1895-07-17,1895-07-21,5,5,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1895,1895-07-28,1895-08-15,19,19,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1895,1895-08-28,1895-09-20,24,24,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1895,1895-10-01,1895-11-06,37,37,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1895,1895-11-16,1896-06-30,228,228,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1896,1896-07-01,1897-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1897,1897-07-01,1897-07-06,6,6,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1897,1897-07-11,1897-07-14,4,4,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1897,1897-07-25,1898-06-30,341,341,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1898,1898-07-01,1899-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1899,1899-07-01,1899-10-10,102,102,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1899,1899-10-13,1899-10-24,12,12,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1899,1899-10-27,1899-10-30,4,4,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1899,1899-11-04,1900-06-30,239,239,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1900-07-01,1900-10-31,123,123,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1900-11-02,1900-11-13,12,12,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1900-11-16,1900-12-05,20,20,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1900-12-11,1901-03-09,89,89,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1901-03-13,1901-03-26,14,14,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1901-03-31,1901-05-10,41,41,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1901-06-06,1901-06-06,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1900,1901-06-10,1901-06-30,21,21,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1901,1901-07-01,1901-07-31,31,31,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1901,1901-08-19,1902-04-10,235,235,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1901,1902-05-06,1902-05-06,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1901,1902-05-15,1902-06-13,30,30,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1901,1902-06-17,1902-06-30,14,14,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1902,1902-07-01,1902-09-05,67,67,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1902,1902-11-24,1903-03-03,100,100,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1902,1903-03-06,1903-03-21,16,16,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1902,1903-03-23,1903-06-30,100,100,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1903,1903-07-01,1904-06-30,366,366,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1904,1904-07-01,1905-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1905,1905-07-01,1905-08-04,35,35,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1905,1905-08-06,1905-08-15,10,10,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1905,1905-08-27,1905-08-27,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1905,1905-09-10,1905-09-20,11,11,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1905,1905-09-23,1906-06-30,281,281,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1906,1906-07-01,1906-07-06,6,6,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1906,1906-07-08,1906-07-09,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1906,1906-08-02,1906-08-17,16,16,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1906,1906-08-19,1907-06-30,316,316,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1907,1907-07-01,1908-05-05,310,310,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1907,1908-05-31,1908-06-08,9,9,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1907,1908-06-11,1908-06-14,4,4,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-07-11,1908-07-11,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-07-13,1908-07-21,9,9,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-07-23,1908-07-23,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-07-26,1908-07-29,4,4,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-07-31,1908-10-11,73,73,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-10-14,1908-10-15,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-10-19,1908-10-20,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1908,1908-10-27,1909-06-30,247,247,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1909,1909-07-01,1910-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1910,1910-07-01,1910-11-10,133,133,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1910,1910-11-12,1911-04-22,162,162,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1910,1911-04-27,1911-05-15,19,19,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1910,1911-06-24,1911-06-30,7,7,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1911-07-01,1911-07-12,12,12,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1911-07-21,1911-08-23,34,34,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1911-08-27,1911-09-19,24,24,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1911-09-23,1911-09-25,3,3,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1911-10-11,1911-10-20,10,10,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1911-10-23,1912-01-09,79,79,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1912-01-13,1912-04-09,88,88,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1911,1912-06-11,1912-06-30,20,20,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1912,1912-07-01,1912-12-02,155,155,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1912,1912-12-09,1912-12-10,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1912,1912-12-15,1913-01-09,26,26,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1912,1913-01-11,1913-04-30,110,110,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1912,1913-05-14,1913-06-30,48,48,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1913,1913-07-01,1914-01-17,201,201,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1913,1914-01-21,1914-04-22,92,92,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1913,1914-04-29,1914-05-12,14,14,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1913,1914-05-16,1914-06-30,46,46,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1914,1914-07-01,1914-09-20,82,82,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1914,1914-09-28,1915-03-03,157,157,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1914,1915-03-07,1915-03-07,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1914,1915-03-17,1915-03-17,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1914,1915-04-24,1915-04-24,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1914,1915-05-06,1915-06-01,27,27,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1914,1915-06-10,1915-06-11,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1915,1915-08-03,1915-08-16,14,14,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1915,1915-08-26,1915-08-27,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1915,1915-12-17,1916-03-10,85,85,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1915,1916-03-14,1916-03-15,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1915,1916-03-22,1916-06-30,101,101,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1916,1916-07-01,1917-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1917,1917-07-01,1918-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1918,1918-07-01,1919-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1919-07-01,1919-07-08,8,8,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1919-10-01,1919-10-10,10,10,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1919-11-17,1919-11-17,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1919-12-03,1919-12-03,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-01-01,1920-02-11,42,42,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-02-25,1920-02-29,5,5,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-03-04,1920-03-04,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-03-31,1920-03-31,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-04-08,1920-04-10,3,3,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-04-20,1920-04-23,4,4,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-05-04,1920-05-08,5,5,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-05-11,1920-05-11,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-05-16,1920-05-20,5,5,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1919,1920-06-13,1920-06-30,18,18,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1920,1920-07-01,1921-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1921,1921-07-01,1922-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1922,1922-07-01,1923-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1923,1923-07-01,1923-09-09,71,71,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1923,1923-09-20,1923-10-13,24,24,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1923,1923-10-16,1923-10-21,6,6,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1923,1923-10-28,1924-04-29,185,185,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1923,1924-05-01,1924-05-07,7,7,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1923,1924-05-10,1924-05-17,8,8,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1923,1924-06-13,1924-06-30,18,18,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1924,1924-07-01,1925-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1925,1925-07-01,1926-05-15,319,319,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1925,1926-05-25,1926-06-04,11,11,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1925,1926-06-08,1926-06-30,23,23,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-07-01,1926-09-20,82,82,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-09-28,1926-09-29,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-10-01,1926-10-07,7,7,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-10-13,1926-10-18,6,6,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-10-21,1926-11-03,14,14,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-11-14,1926-12-02,19,19,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-12-08,1926-12-08,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-12-17,1926-12-17,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1926,1926-12-20,1927-06-30,193,193,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1927,1927-07-01,1927-09-19,81,81,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1927,1927-09-21,1927-11-09,50,50,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1927,1927-11-14,1928-06-30,230,230,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1928,1928-07-01,1929-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1929,1929-07-01,1930-05-05,309,309,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1929,1930-05-09,1930-06-30,53,53,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1930,1930-07-01,1931-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1931,1931-07-01,1932-06-30,366,366,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1932,1932-07-01,1932-07-30,30,30,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1932,1932-08-02,1932-08-08,7,7,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1932,1932-08-14,1933-06-30,321,321,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1933,1933-07-01,1934-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1934,1934-07-01,1935-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1935,1935-07-01,1935-08-11,42,42,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1935,1935-08-30,1935-08-31,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1935,1935-09-12,1935-09-21,10,10,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1935,1935-09-27,1936-04-30,217,217,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1935,1936-05-15,1936-05-16,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1935,1936-06-13,1936-06-13,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1936,1936-07-04,1936-12-03,153,153,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1936,1936-12-05,1937-06-30,208,208,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1937,1937-07-01,1937-10-11,103,103,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1937,1937-10-16,1938-06-30,258,258,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1938,1938-07-01,1938-10-28,120,120,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1938,1938-11-01,1938-11-10,10,10,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1938,1938-11-12,1939-02-27,108,108,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1938,1939-03-01,1939-03-01,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1938,1939-03-08,1939-05-29,83,83,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1938,1939-05-31,1939-06-07,8,8,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1938,1939-06-16,1939-06-30,15,15,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1939,1939-07-01,1939-10-31,123,123,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1939,1939-11-02,1940-01-28,88,88,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1939,1940-01-31,1940-04-28,89,89,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1939,1940-05-12,1940-05-13,2,2,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1940,1940-09-23,1940-09-23,1,1,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1940,1940-10-01,1940-10-13,13,13,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1940,1940-10-17,1941-06-30,257,257,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1941,1941-07-01,1941-10-17,109,109,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1941,1941-10-19,1941-10-30,12,12,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1941,1941-11-01,1941-12-03,33,33,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1941,1941-12-06,1941-12-18,13,13,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1941,1941-12-30,1942-06-30,183,183,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1942,1942-07-01,1943-06-30,365,365,QLD,Queensland Border Rivers,
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,DR-VLF,1943,1943-07-01,1943-07-24,24,24,QLD,Queensland Border Rivers,
