scenario,gauge,pu,ewr,waterYear,startDate,endDate,eventDuration,eventLength,State,SWSDLName,Multigauge
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1937,1937-10-12,1937-10-15,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1938,1938-10-29,1938-10-31,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1938,1938-11-11,1938-11-11,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1938,1939-02-28,1939-02-28,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1938,1939-03-02,1939-03-07,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1938,1939-05-30,1939-05-30,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1938,1939-06-08,1939-06-15,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1939,1939-11-01,1939-11-01,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1939,1940-01-29,1940-01-30,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1939,1940-04-29,1940-05-11,13,13,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1940,1940-05-14,1940-09-22,132,132,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1940,1940-09-24,1940-09-30,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1940,1940-10-14,1940-10-16,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1941,1941-10-18,1941-10-18,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1941,1941-10-31,1941-10-31,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1941,1941-12-04,1941-12-05,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1941,1941-12-19,1941-12-29,11,11,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1943,1943-07-25,1943-07-27,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1943,1943-08-13,1943-08-16,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1944,1944-11-01,1944-11-02,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1953,1953-10-20,1953-10-23,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1958,1958-08-29,1958-09-06,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1960,1961-05-16,1961-05-29,14,14,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1960,1961-05-31,1961-06-09,10,10,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1961,1961-06-24,1961-07-23,30,30,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1961,1961-10-09,1961-10-10,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1961,1961-11-12,1961-11-16,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1964,1965-06-27,1965-06-28,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1965,1965-10-14,1965-12-01,49,49,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1966,1966-08-16,1966-08-18,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1970,1970-08-09,1970-08-09,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1970,1970-08-19,1970-09-04,17,17,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1970,1970-09-12,1970-09-13,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1979,1980-03-14,1980-03-14,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1979,1980-04-22,1980-05-09,18,18,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1980-09-14,1980-09-18,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1980-09-23,1980-09-30,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1980-10-08,1980-10-09,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1980-10-21,1980-10-23,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1980-10-29,1980-11-06,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1980-11-18,1980-11-29,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1980-12-14,1980-12-25,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1981-01-09,1981-01-27,19,19,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1981-02-02,1981-02-02,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1981-02-05,1981-02-06,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1981-03-08,1981-03-15,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1980,1981-03-21,1981-03-24,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1982,1983-02-09,1983-02-09,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1982,1983-04-09,1983-04-09,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1982,1983-04-17,1983-04-17,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1985,1986-05-04,1986-05-07,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1985,1986-06-01,1986-06-01,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1985,1986-06-06,1986-06-06,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1985,1986-06-08,1986-06-08,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1985,1986-06-12,1986-06-19,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1985,1986-06-24,1986-06-29,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1993,1993-08-25,1993-09-02,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1993,1994-01-23,1994-01-27,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1993,1994-02-05,1994-02-05,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1994,1994-08-27,1994-08-31,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1994,1994-10-22,1994-10-24,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1994,1994-10-27,1994-11-15,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1994,1994-11-17,1994-11-18,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1994,1994-12-07,1994-12-17,11,11,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1995,1995-09-14,1995-09-15,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1995,1995-09-28,1995-09-30,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1995,1995-10-11,1995-10-11,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,1995,1995-10-18,1995-10-18,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2001,2002-03-02,2002-03-02,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2003,2003-09-03,2003-09-04,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2003,2003-09-06,2003-09-11,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2003,2003-09-25,2003-09-25,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2003,2004-06-23,2004-06-23,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2004-07-31,2004-08-04,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2004-09-29,2004-10-01,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2004-10-04,2004-10-15,12,12,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2004-10-23,2004-10-26,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2004-10-28,2004-10-31,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2005-05-01,2005-05-01,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2005-06-02,2005-06-02,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2005-06-05,2005-06-06,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2005-06-10,2005-06-10,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2004,2005-06-12,2005-06-13,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2005,2005-08-27,2005-08-27,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2005,2005-10-27,2005-10-28,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2005,2006-05-13,2006-05-14,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2005,2006-05-18,2006-05-19,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2007,2007-10-24,2007-10-25,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2007,2008-05-19,2008-05-19,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2007,2008-05-29,2008-05-30,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2008-07-04,2008-07-04,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2008-07-16,2008-07-16,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2008-08-01,2008-08-01,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2008-08-12,2008-08-13,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2008-08-26,2008-08-26,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2008-08-28,2008-08-29,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2008-10-10,2008-10-11,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2009-02-28,2009-03-01,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2008,2009-05-11,2009-05-11,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2009,2009-11-01,2009-11-01,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2015,2016-05-19,2016-05-27,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2015,2016-05-30,2016-06-04,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-07-07,2018-07-09,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-07-14,2018-07-29,16,16,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-07-31,2018-07-31,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-09-01,2018-09-01,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-09-26,2018-09-30,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-10-11,2018-10-24,14,14,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-11-02,2018-11-21,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2018-12-30,2019-01-02,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2019-01-05,2019-01-08,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2019-01-15,2019-01-19,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2018,2019-01-22,2019-03-31,69,69,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2019,2019-04-02,2019-08-31,152,152,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2019,2019-10-14,2019-10-23,10,10,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2019,2020-01-16,2020-01-17,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2020,2020-09-30,2020-09-30,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2020,2020-10-07,2020-10-11,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2020,2020-10-15,2020-10-23,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2020,2020-10-26,2020-12-03,39,39,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2020,2021-03-02,2021-03-02,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,CF_c,2020,2021-03-04,2021-03-08,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1889,1889-07-01,1890-06-30,365,365,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1890,1890-07-01,1891-05-09,313,313,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1890,1891-05-27,1891-06-02,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1890,1891-06-08,1891-06-30,23,23,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1891,1891-07-01,1892-06-30,366,366,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1892,1892-07-01,1893-06-30,365,365,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1893,1893-07-01,1894-06-30,365,365,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1894,1894-07-01,1894-08-13,44,44,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1894,1894-09-10,1894-09-17,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1894,1894-09-27,1894-10-04,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1894,1894-10-20,1894-11-07,19,19,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1894,1894-11-10,1895-04-11,153,153,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1895-10-01,1895-10-06,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1895-10-08,1895-10-22,15,15,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1895-10-29,1895-11-01,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1895-11-24,1895-12-23,30,30,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1895-12-28,1895-12-29,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1896-01-02,1896-01-08,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1896-01-10,1896-01-14,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1896-01-17,1896-01-19,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1896-01-22,1896-01-27,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1895,1896-01-29,1896-06-17,141,141,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1896,1896-07-08,1896-10-06,91,91,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1896,1896-10-16,1897-05-05,202,202,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1896,1897-05-27,1897-06-20,25,25,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1897,1897-07-25,1898-06-30,341,341,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1898,1898-07-01,1898-09-12,74,74,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1898,1898-09-17,1898-10-07,21,21,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1898,1898-10-09,1898-10-10,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1898,1898-10-14,1899-05-25,224,224,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1898,1899-05-28,1899-05-29,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1898,1899-06-10,1899-06-17,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1898,1899-06-24,1899-06-30,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1899-07-01,1899-07-05,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1899-07-09,1899-09-05,59,59,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1899-11-07,1899-11-07,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1899-11-12,1899-11-15,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1899-11-17,1899-12-07,21,21,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1899-12-09,1899-12-14,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1899-12-20,1899-12-29,10,10,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1900-01-03,1900-05-03,121,121,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1899,1900-05-18,1900-06-30,44,44,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1900-07-01,1900-09-02,64,64,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1900-09-16,1900-10-09,24,24,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1900-11-04,1900-11-05,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1900-11-18,1900-11-20,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1900-11-27,1900-11-29,3,3,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1900-12-13,1900-12-20,8,8,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1900-12-28,1901-01-17,21,21,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1901-01-22,1901-02-18,28,28,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1901-02-21,1901-03-01,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1901-04-24,1901-04-27,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1901-06-12,1901-06-22,11,11,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1900,1901-06-30,1901-06-30,1,1,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1901,1901-07-01,1901-07-02,2,2,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1901,1901-07-09,1901-07-21,13,13,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1901,1901-08-20,1901-10-06,48,48,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1901,1901-10-10,1901-12-06,58,58,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1901,1901-12-11,1901-12-21,11,11,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1901,1901-12-30,1902-02-01,34,34,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1901,1902-02-23,1902-03-01,7,7,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1902,1902-08-01,1902-08-23,23,23,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1902,1902-11-25,1903-01-09,46,46,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1902,1903-02-02,1903-02-17,16,16,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1902,1903-03-24,1903-04-12,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1902,1903-05-09,1903-06-30,53,53,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1903,1903-07-01,1904-06-30,366,366,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1904,1904-07-01,1905-03-19,262,262,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1904,1905-03-29,1905-05-18,51,51,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1904,1905-05-31,1905-06-14,15,15,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1905,1905-07-01,1905-07-17,17,17,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1905,1905-10-01,1905-10-04,4,4,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1905,1905-10-15,1905-11-23,40,40,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1905,1905-11-26,1905-12-04,9,9,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1905,1905-12-09,1905-12-14,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1905,1905-12-17,1906-04-16,121,121,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1906,1906-08-30,1906-11-24,87,87,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1906,1906-12-04,1906-12-28,25,25,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1906,1907-01-01,1907-06-30,181,181,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1907,1907-07-01,1907-07-20,20,20,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1907,1907-08-03,1907-09-01,30,30,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1907,1907-10-01,1907-10-06,6,6,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1907,1907-10-09,1907-10-13,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1907,1907-10-20,1907-10-24,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1907,1907-10-30,1907-11-03,5,5,NSW,NSW Border Rivers,
CW_416011_flow_level,416011,Reedy Creek Water Source,VF_a,1907,1907-11-10,1907-11-15,6,6,NSW,NSW Border Rivers,
